Iterations;Overall best;Worst;Average;Best;FFE
0;536;-64904;-26210;536;100
1;2522;-47315;-12714;2522;191
2;9038;-49816;-7302;9038;287
3;10984;-42401;-575;10984;372
4;14995;-58275;4435;14995;462
5;15106;-28362;8055;15106;555
6;17112;-20378;10487;17112;652
7;18185;-15194;12121;18185;749
8;19254;-33668;14226;19254;840
9;21543;-64573;14283;21543;936
10;21854;-8749;16510;21854;1028
11;22360;-59845;15132;22360;1121
12;23721;-52145;18028;23721;1217
13;23721;-42388;18595;23394;1305
14;23721;-3229;19706;23466;1400
15;24609;-25538;19497;24609;1490
16;24787;-12137;20482;24787;1578
17;25690;-30819;21955;25690;1661
18;26102;-37028;22031;26102;1747
19;27298;-28514;21554;27298;1842
20;27298;-996;23778;27298;1934
21;28076;-31193;23080;28076;2020
22;28706;-9272;23966;28706;2115
23;28989;-19057;23720;28989;2207
24;29750;-11159;25059;29750;2302
25;29789;-5122;26688;29789;2394
26;30230;-10842;26291;30230;2486
27;31217;-33749;25108;31217;2578
28;32019;-15345;27071;32019;2671
29;32489;1889;28521;32489;2766
30;32959;-11290;28381;32959;2861
31;33169;-9273;29584;33169;2951
32;33406;-5489;28406;33406;3047
33;34018;615;28894;34018;3142
34;34018;-3308;29482;33933;3232
35;34478;17870;31124;34478;3319
36;34478;-17975;29434;34478;3412
37;34588;-10345;29817;34588;3504
38;35114;9552;31176;35114;3595
39;35443;-135;31868;35443;3686
40;35443;-7534;31045;35373;3781
41;35680;10274;33096;35680;3874
42;35914;-9932;32550;35914;3969
43;36011;-10596;33410;36011;4060
44;36152;6820;32130;36152;4157
45;36303;-12383;32555;36303;4245
46;36352;-11605;31955;36352;4335
47;36449;-9201;32811;36449;4426
48;36713;15320;32594;36713;4518
49;36815;-9780;31866;36815;4606
50;36815;-2635;32014;36815;4700
51;36815;1889;33225;36815;4789
52;37413;10241;33071;37413;4880
53;37413;11724;32833;37413;4974
54;37413;-7402;33559;37413;5069
55;37543;5158;34478;37543;5153
