Iterations;Overall best;Worst;Average;Best
0;-29551;-89650.2;-52499.9;-29551
1;-29551;-71893.9;-49433.9;-30395.2
2;-27858;-68365;-46311.5;-27858
3;-26383.7;-67460;-42760.9;-26383.7
4;-26383.7;-60981.7;-40711.7;-26793.3
5;-26383.7;-60515.9;-38672.2;-27414.1
6;-23857.5;-49773.4;-35617.5;-23857.5
7;-23857.5;-50610.2;-33846.7;-24352.2
8;-23857.5;-53772.8;-32498.1;-24357.4
9;-22595.1;-39431.1;-30038.7;-22595.1
10;-22427.8;-36385.7;-29226.2;-22427.8
11;-22072.1;-43528.1;-28693.1;-22072.1
12;-22072.1;-42393.3;-28973.1;-22177.3
13;-21287.8;-44109.3;-27943.2;-21287.8
14;-17321.5;-37095.7;-26904.4;-17321.5
15;-15974.6;-40314.9;-25534.6;-15974.6
16;-14769.7;-32226;-23020.4;-14769.7
17;-14769.7;-32707.8;-21714.8;-15629.2
18;-14769.7;-34403.9;-21300.2;-17041.8
19;-14194.1;-34804.7;-21536.9;-14194.1
20;-14194.1;-33323.6;-21171.7;-14343.7
21;-14179.7;-31698.3;-20605.5;-14179.7
22;-14179.7;-35567.6;-19998;-14343.7
23;-14139.3;-26688.2;-19409.9;-14139.3
24;-13492.5;-28532;-19113.6;-13492.5
25;-13492.5;-31471.7;-19142.6;-13510.3
26;-13492.5;-30620.6;-18234.3;-14755.7
27;-12756.6;-23646.5;-17628.1;-12756.6
28;-12756.6;-26455.4;-17617;-12800.6
29;-12756.6;-23332.9;-17116;-12924.6
30;-12756.6;-25762.7;-17528.6;-12924.6
31;-12756.6;-25208.1;-17070.6;-12924.6
32;-12349;-24894.4;-17065.3;-12349
33;-12349;-24372.3;-16594.3;-13060.5
34;-12045.3;-23907.7;-16280.8;-12045.3
35;-12045.3;-23570.3;-16222.5;-13139.7
36;-12045.3;-25575.9;-15980.2;-12169.1
37;-11641.8;-21203;-15776;-11641.8
38;-11641.8;-19563.3;-15115.5;-11663.4
39;-11641.8;-21861.9;-14889.1;-11663.4
40;-11267.3;-26188.8;-14714.5;-11267.3
41;-11130.4;-20214.7;-14232.7;-11130.4
42;-11130.4;-24927.2;-14492.7;-11130.4
43;-11130.4;-19435;-14386.6;-11381.2
44;-10835.5;-20950.8;-14364.5;-10835.5
45;-10783.3;-19686.5;-14145.5;-10783.3
46;-10783.3;-24043.5;-13965.5;-11207.9
47;-10372.6;-19136.5;-13541.9;-10372.6
48;-10372.6;-20568.6;-13688.7;-10440.7
49;-10372.6;-23953.1;-13509.5;-10529.6
50;-10301.6;-19251.3;-13426;-10301.6
51;-10146.1;-17091.7;-13174.7;-10146.1
52;-9949.46;-22379.7;-13235.5;-9949.46
53;-9949.46;-18339.5;-12934.2;-9949.46
54;-9725.2;-15702;-12720;-9725.2
55;-9328.28;-20322.8;-12449.1;-9328.28
56;-9328.28;-21842.3;-12070;-9328.28
57;-8777.96;-15535.3;-11525;-8777.96
58;-7944.63;-15433.9;-11205.6;-7944.63
59;-7944.63;-16211.3;-11350.1;-8417.93
60;-7944.63;-24374.6;-11455.4;-8417.93
61;-7944.63;-14574;-11136.4;-8417.93
62;-7944.63;-13590.5;-10847.1;-8347.08
63;-7944.63;-21623.2;-10548.7;-8417.93
64;-7944.63;-17128.9;-10166.9;-8417.93
65;-7944.63;-17286.1;-10225.8;-8348.47
66;-7944.63;-13892.5;-9809.22;-8372.76
67;-7807.59;-14997.7;-9711.18;-7807.59
68;-7807.59;-17127.1;-9486.08;-7807.59
69;-7263.83;-15306;-9258.03;-7263.83
70;-7263.83;-21287.9;-9239.52;-7807.59
71;-7263.83;-17039.5;-9153.37;-7533.2
72;-7263.83;-21189;-8962.09;-7533.2
73;-7263.83;-13257.4;-8720.8;-7395.87
74;-7263.83;-20380.3;-8612.67;-7281.6
75;-7101.51;-15662.2;-8865.9;-7101.51
76;-7101.51;-13757.6;-8664.87;-7145.17
77;-6670.42;-23068.9;-8703.39;-6670.42
78;-6670.42;-13945.6;-8317.88;-6700.31
79;-6670.42;-13227;-8124.97;-7050.46
80;-6670.42;-14789.9;-8244.71;-7044.5
81;-6670.42;-14395.7;-8140.21;-6746.2
82;-6632.79;-15089.2;-7953.37;-6632.79
83;-6632.79;-14148.4;-7925.4;-6884.01
84;-6632.79;-15926.7;-7764.74;-6884.01
85;-6632.79;-16699.1;-7563.65;-6774.57
86;-6632.79;-12457.8;-7601.59;-6774.57
87;-6632.79;-9773.42;-7421.02;-6847.16
88;-6632.79;-12912.3;-7388.45;-6781.81
89;-6632.79;-13223.1;-7295.02;-6774.57
90;-6632.79;-9348.36;-7056.12;-6774.57
91;-6632.79;-21227.7;-7261.52;-6740.42
92;-6513.18;-10141.2;-7013.37;-6513.18
93;-6513.18;-14217.2;-7092.81;-6513.18
94;-6513.18;-11802.2;-7094.76;-6513.18
95;-6477.72;-14329.2;-7209.85;-6477.72
96;-6477.72;-14050.9;-7240.55;-6513.18
97;-6450.77;-11656.5;-7004.86;-6450.77
98;-6450.77;-13421.1;-7068.98;-6450.77
99;-6450.77;-9016.56;-6739.67;-6450.77
Best solution:
	TSP: [46, 41, 1, 14, 13, 30, 42, 7, 2, 21, 17, 50, 16, 15, 4, 27, 9, 10, 43, 45, 8, 3, 31, 49, 19, 39, 37, 38, 20, 22, 32, 18, 23, 12, 28, 26, 52, 33, 5, 40, 34, 6, 24, 48, 29, 47, 11, 51, 35, 44, 36, 25]
KSP: 
