Iterations;Overall best;Worst;Average;Best
0;-34689.1;-116516;-67778.5;-34689.1
1;-30387.6;-106691;-60009.2;-30387.6
2;-30387.6;-80993;-54031.4;-31259.5
3;-30387.6;-71599.3;-49218.1;-34598.6
4;-30387.6;-96245.5;-46522.5;-35680
5;-30387.6;-67642.7;-43822.5;-33471.2
6;-30387.6;-66224.5;-42984.5;-34653.7
7;-30387.6;-79911.3;-40405.3;-31069.1
8;-30387.6;-54863.2;-38511.6;-31663.2
9;-30387.6;-49058.4;-37244;-30544.7
10;-30376.1;-45987.1;-36301;-30376.1
11;-29745.7;-43594;-35652.6;-29745.7
12;-28160.8;-44457.7;-33981;-28160.8
13;-26392.7;-51796;-33662.7;-26392.7
14;-26119.2;-45699.3;-31548.7;-26119.2
15;-26119.2;-39865.4;-31072.9;-26316.3
16;-24890.4;-38599.7;-30248;-24890.4
17;-24766.7;-39460.3;-30052.9;-24766.7
18;-24766.7;-37636.9;-29695.8;-25724.2
19;-24387;-35760.4;-28792.5;-24387
20;-24387;-35182.1;-28255.4;-24748
21;-24387;-33830.1;-28028.3;-25194.7
22;-24387;-39179.2;-27730.4;-24594.9
23;-22502.1;-31847.8;-26993.5;-22502.1
24;-21175.9;-30590.8;-26561.4;-21175.9
25;-21175.9;-35572;-26913.6;-22406.5
26;-21175.9;-32033.4;-26478.7;-21558.3
27;-21175.9;-30256.3;-25953.1;-21558.3
28;-21175.9;-30608.8;-25180.7;-21558.3
29;-20888.8;-28961.6;-24421.5;-20888.8
30;-20888.8;-34511.1;-24090.5;-21083.8
31;-20878.6;-29821.2;-23508.8;-20878.6
32;-20328;-30216.2;-23281.3;-20328
33;-20328;-25203.9;-22589.1;-20328
34;-20251.7;-27797.7;-22389.6;-20251.7
35;-19648.4;-27497.9;-22121.1;-19648.4
36;-19648.4;-25449.5;-21768.1;-19799
37;-19648.4;-34813.7;-21896.5;-19799
38;-19648.4;-27971.2;-21424.7;-19799
39;-19648.4;-24592.4;-21084;-19655.7
40;-19207.4;-25989.1;-20876.2;-19207.4
41;-19207.4;-26304.7;-20797.4;-19207.4
42;-18857.1;-24027.5;-20569.5;-18857.1
43;-18272.8;-27454.3;-20526.9;-18272.8
44;-17602.2;-29145.7;-20419.2;-17602.2
45;-17602.2;-23809.8;-20196;-17976.5
46;-17602.2;-24172.6;-20051.7;-17976.5
47;-17602.2;-30109.2;-20100.4;-17955.8
48;-17602.2;-25416.1;-19828.7;-17955.8
49;-17558.6;-31201.6;-19681;-17558.6
50;-17558.6;-25335;-19437.7;-17558.6
51;-17521.7;-23945.9;-19067.5;-17521.7
52;-17305.2;-23920.8;-18885.1;-17305.2
53;-16247.1;-25396.5;-18652.1;-16247.1
54;-16247.1;-26315;-18379.6;-16247.1
55;-16247.1;-21908.5;-18050.7;-16247.1
56;-16247.1;-26425.8;-18177.6;-16247.1
57;-16247.1;-29375.3;-18036.8;-16247.1
58;-16247.1;-22137.7;-17721.4;-16247.1
59;-16247.1;-23359.3;-17993.8;-16657.5
60;-16247.1;-22042.7;-18168.2;-16895.8
61;-16247.1;-21448.8;-17787.3;-16931.6
62;-16247.1;-25139.9;-17645.2;-16683.9
63;-16247.1;-21914;-17548.4;-16731.6
64;-16247.1;-27105.7;-17617.5;-16541.7
65;-16247.1;-27728.9;-17641;-16521.5
66;-15259.3;-21380.7;-17440.1;-15259.3
67;-15259.3;-29245;-17614.1;-16239.3
68;-15074.6;-24326.7;-17351.3;-15074.6
69;-15074.6;-26807.6;-17407.8;-16169.3
70;-15074.6;-21534.7;-17240.7;-15699.4
71;-15074.6;-21709.4;-17373.3;-16197.3
72;-15074.6;-24179.1;-17418.4;-16200.4
73;-15074.6;-19198.4;-16977.6;-16006.8
74;-15074.6;-22658;-16783;-15574
75;-15074.6;-28992.5;-16915.8;-16105.6
76;-15074.6;-19988.4;-16699.1;-15561.1
77;-15074.6;-20913.4;-16700.8;-15705.6
78;-15074.6;-20268.7;-16607.7;-15705.6
79;-15074.6;-19692.1;-16433.8;-15655.7
80;-15074.6;-20137.8;-16476.5;-15705.6
81;-15074.6;-19274.3;-16233.7;-15519.6
82;-15074.6;-26082.6;-16701.3;-15574.3
83;-15074.6;-27840.9;-16703.8;-15647.8
84;-15074.6;-19810;-16366.9;-15437.3
85;-15074.6;-19328.9;-16336.1;-15437.3
86;-15074.6;-20222.2;-16188.5;-15437.3
87;-15074.6;-24598.1;-16349.2;-15437.3
88;-15074.6;-18427.3;-15866.3;-15437.3
89;-14283.3;-24659.6;-15920.6;-14283.3
90;-14283.3;-19260.2;-15695.7;-14501.3
91;-14283.3;-20677.7;-15746.1;-15437.3
92;-14283.3;-20034.9;-15821.9;-15432.2
93;-14283.3;-19901.6;-15622.7;-15374.9
94;-14283.3;-18493.9;-15639.2;-15437.3
95;-14283.3;-19070.8;-15667.3;-15437.3
96;-14283.3;-19790.5;-15552.3;-15437.3
97;-14283.3;-22199.9;-15609.7;-15437.3
98;-14283.3;-25646.3;-15627.6;-15437.3
99;-14283.3;-22416.2;-15692.9;-15284
Best solution:
	TSP: [16, 33, 9, 19, 45, 32, 43, 38, 6, 4, 28, 25, 37, 1, 2, 7, 42, 23, 12, 51, 13, 30, 3, 10, 39, 44, 40, 15, 41, 8, 18, 17, 50, 29, 20, 5, 48, 11, 52, 14, 26, 46, 24, 27, 47, 36, 49, 31, 21, 22, 35, 34]
KSP: 
