Iterations;Overall best;Worst;Average;Best
0;-3.38901e+06;-4.18839e+06;-3.84157e+06;-3.38901e+06
1;-3.38901e+06;-4.22316e+06;-3.80911e+06;-3.50444e+06
2;-3.38901e+06;-4.20857e+06;-3.74047e+06;-3.4169e+06
3;-3.3571e+06;-4.04626e+06;-3.68125e+06;-3.3571e+06
4;-3.21155e+06;-4.01327e+06;-3.59327e+06;-3.21155e+06
5;-3.21155e+06;-4.02611e+06;-3.55794e+06;-3.31863e+06
6;-3.21155e+06;-4.02764e+06;-3.53975e+06;-3.29155e+06
7;-3.21155e+06;-3.78842e+06;-3.47534e+06;-3.25195e+06
8;-3.21155e+06;-3.81284e+06;-3.47567e+06;-3.30726e+06
9;-3.21155e+06;-3.82714e+06;-3.42734e+06;-3.22574e+06
10;-3.14236e+06;-3.82099e+06;-3.42953e+06;-3.14236e+06
11;-3.14236e+06;-3.79646e+06;-3.37152e+06;-3.18075e+06
12;-3.14236e+06;-3.70544e+06;-3.35162e+06;-3.14503e+06
13;-3.12144e+06;-3.6226e+06;-3.3166e+06;-3.12144e+06
14;-3.07502e+06;-3.59312e+06;-3.27953e+06;-3.07502e+06
15;-2.99386e+06;-3.61942e+06;-3.2775e+06;-2.99386e+06
16;-2.99386e+06;-3.62112e+06;-3.25881e+06;-2.99386e+06
17;-2.95149e+06;-3.57381e+06;-3.21544e+06;-2.95149e+06
18;-2.90234e+06;-3.38482e+06;-3.17544e+06;-2.90234e+06
19;-2.90234e+06;-3.48478e+06;-3.14447e+06;-2.95988e+06
20;-2.88558e+06;-3.45288e+06;-3.1228e+06;-2.88558e+06
21;-2.88116e+06;-3.45471e+06;-3.09554e+06;-2.88116e+06
22;-2.86925e+06;-3.58915e+06;-3.08351e+06;-2.86925e+06
23;-2.83541e+06;-3.24747e+06;-3.03891e+06;-2.83541e+06
24;-2.83541e+06;-3.20543e+06;-3.01206e+06;-2.83541e+06
25;-2.82447e+06;-3.24296e+06;-2.97433e+06;-2.82447e+06
26;-2.7654e+06;-3.18754e+06;-2.94578e+06;-2.7654e+06
27;-2.7654e+06;-3.14099e+06;-2.92032e+06;-2.80751e+06
28;-2.64967e+06;-3.11258e+06;-2.9037e+06;-2.64967e+06
29;-2.64813e+06;-3.12197e+06;-2.87358e+06;-2.64813e+06
30;-2.64813e+06;-3.01738e+06;-2.84967e+06;-2.64967e+06
31;-2.64813e+06;-2.97906e+06;-2.82761e+06;-2.64967e+06
32;-2.64285e+06;-2.9574e+06;-2.82292e+06;-2.64285e+06
33;-2.63345e+06;-2.96236e+06;-2.80413e+06;-2.63345e+06
34;-2.59615e+06;-2.98457e+06;-2.77572e+06;-2.59615e+06
35;-2.59615e+06;-2.94133e+06;-2.7642e+06;-2.60227e+06
36;-2.58459e+06;-2.8975e+06;-2.75094e+06;-2.58459e+06
37;-2.58459e+06;-2.92246e+06;-2.74132e+06;-2.60844e+06
38;-2.53294e+06;-2.87078e+06;-2.72535e+06;-2.53294e+06
39;-2.53294e+06;-2.85246e+06;-2.7132e+06;-2.59438e+06
40;-2.53294e+06;-2.94706e+06;-2.70379e+06;-2.59438e+06
41;-2.53294e+06;-2.84992e+06;-2.68896e+06;-2.58771e+06
42;-2.53294e+06;-2.85293e+06;-2.69293e+06;-2.57716e+06
43;-2.53294e+06;-2.85838e+06;-2.6845e+06;-2.57244e+06
44;-2.53294e+06;-2.80073e+06;-2.66835e+06;-2.56628e+06
45;-2.5301e+06;-2.82355e+06;-2.65117e+06;-2.5301e+06
46;-2.5301e+06;-2.75793e+06;-2.63339e+06;-2.53082e+06
47;-2.52624e+06;-2.74552e+06;-2.62552e+06;-2.52624e+06
48;-2.49422e+06;-2.76429e+06;-2.60812e+06;-2.49422e+06
49;-2.4479e+06;-2.72103e+06;-2.58232e+06;-2.4479e+06
50;-2.4479e+06;-2.66114e+06;-2.56091e+06;-2.45771e+06
51;-2.4479e+06;-2.7526e+06;-2.56078e+06;-2.45131e+06
52;-2.44588e+06;-2.77044e+06;-2.53845e+06;-2.44588e+06
53;-2.43257e+06;-2.6605e+06;-2.51218e+06;-2.43257e+06
54;-2.39771e+06;-2.60132e+06;-2.49723e+06;-2.39771e+06
55;-2.39771e+06;-2.6009e+06;-2.47915e+06;-2.39771e+06
56;-2.37995e+06;-2.54004e+06;-2.46409e+06;-2.37995e+06
57;-2.36459e+06;-2.58334e+06;-2.45311e+06;-2.36459e+06
58;-2.36459e+06;-2.57162e+06;-2.44292e+06;-2.37493e+06
59;-2.36459e+06;-2.58788e+06;-2.42568e+06;-2.36648e+06
60;-2.34381e+06;-2.55438e+06;-2.41645e+06;-2.34381e+06
61;-2.31601e+06;-2.52553e+06;-2.40421e+06;-2.31601e+06
62;-2.30175e+06;-2.51411e+06;-2.39858e+06;-2.30175e+06
63;-2.30175e+06;-2.48959e+06;-2.38704e+06;-2.30175e+06
64;-2.30175e+06;-2.46425e+06;-2.37244e+06;-2.30175e+06
65;-2.27381e+06;-2.53738e+06;-2.35264e+06;-2.27381e+06
66;-2.26802e+06;-2.46418e+06;-2.33706e+06;-2.26802e+06
67;-2.26094e+06;-2.40773e+06;-2.32926e+06;-2.26094e+06
68;-2.22324e+06;-2.43477e+06;-2.32026e+06;-2.22324e+06
69;-2.22324e+06;-2.38068e+06;-2.30162e+06;-2.22324e+06
70;-2.22324e+06;-2.42922e+06;-2.2857e+06;-2.22324e+06
71;-2.2231e+06;-2.35456e+06;-2.27669e+06;-2.2231e+06
72;-2.21792e+06;-2.35597e+06;-2.27377e+06;-2.21792e+06
73;-2.20723e+06;-2.32288e+06;-2.2662e+06;-2.20723e+06
74;-2.20672e+06;-2.33691e+06;-2.26193e+06;-2.20672e+06
75;-2.19123e+06;-2.34295e+06;-2.26005e+06;-2.19123e+06
76;-2.18256e+06;-2.39344e+06;-2.24502e+06;-2.18256e+06
77;-2.17732e+06;-2.30159e+06;-2.23718e+06;-2.17732e+06
78;-2.17441e+06;-2.31293e+06;-2.22553e+06;-2.17441e+06
79;-2.17131e+06;-2.25777e+06;-2.21618e+06;-2.17131e+06
80;-2.16428e+06;-2.26275e+06;-2.21161e+06;-2.16428e+06
81;-2.15597e+06;-2.26017e+06;-2.20596e+06;-2.15597e+06
82;-2.14821e+06;-2.26448e+06;-2.19667e+06;-2.14821e+06
83;-2.13815e+06;-2.23822e+06;-2.18891e+06;-2.13815e+06
84;-2.12795e+06;-2.2423e+06;-2.18087e+06;-2.12795e+06
85;-2.12795e+06;-2.32021e+06;-2.17683e+06;-2.12795e+06
86;-2.12795e+06;-2.25583e+06;-2.16777e+06;-2.1288e+06
87;-2.11116e+06;-2.26046e+06;-2.16105e+06;-2.11116e+06
88;-2.09754e+06;-2.20084e+06;-2.15138e+06;-2.09754e+06
89;-2.08427e+06;-2.21103e+06;-2.14345e+06;-2.08427e+06
90;-2.08427e+06;-2.22616e+06;-2.14657e+06;-2.0875e+06
91;-2.08427e+06;-2.21432e+06;-2.1409e+06;-2.09542e+06
92;-2.08427e+06;-2.20495e+06;-2.13525e+06;-2.08978e+06
93;-2.08403e+06;-2.27686e+06;-2.12891e+06;-2.08403e+06
94;-2.05846e+06;-2.18016e+06;-2.11993e+06;-2.05846e+06
95;-2.05846e+06;-2.1804e+06;-2.11189e+06;-2.05846e+06
96;-2.036e+06;-2.17159e+06;-2.10392e+06;-2.036e+06
97;-2.03442e+06;-2.1661e+06;-2.10124e+06;-2.03442e+06
98;-2.03442e+06;-2.14933e+06;-2.09699e+06;-2.0506e+06
99;-2.03442e+06;-2.23158e+06;-2.08891e+06;-2.04183e+06
Best solution:
	TSP: [275, 334, 35, 335, 343, 84, 85, 191, 127, 346, 404, 261, 187, 337, 176, 342, 408, 272, 336, 71, 314, 132, 415, 355, 111, 115, 102, 273, 128, 383, 437, 308, 304, 356, 150, 254, 4, 436, 381, 409, 59, 146, 91, 373, 151, 251, 37, 238, 3, 22, 306, 364, 206, 322, 422, 374, 145, 139, 218, 294, 25, 54, 395, 412, 90, 370, 379, 18, 64, 133, 105, 327, 351, 229, 226, 419, 188, 198, 239, 414, 242, 163, 174, 69, 142, 103, 92, 47, 81, 352, 305, 319, 234, 75, 53, 82, 135, 431, 387, 14, 157, 170, 439, 410, 424, 57, 61, 329, 349, 252, 428, 220, 155, 312, 194, 339, 384, 50, 43, 413, 396, 403, 256, 388, 131, 433, 434, 406, 186, 203, 315, 121, 26, 240, 262, 180, 208, 87, 110, 95, 63, 330, 320, 347, 435, 423, 290, 281, 214, 418, 277, 219, 245, 44, 228, 286, 65, 153, 32, 68, 298, 301, 263, 126, 42, 45, 331, 421, 402, 260, 377, 41, 300, 405, 389, 29, 34, 138, 52, 420, 432, 289, 341, 224, 241, 293, 171, 426, 375, 89, 196, 369, 80, 38, 27, 411, 340, 192, 130, 164, 109, 137, 31, 438, 172, 255, 202, 244, 143, 325, 368, 97, 253, 167, 178, 11, 299, 248, 152, 159, 195, 215, 354, 348, 345, 249, 416, 385, 169, 136, 182, 235, 190, 271, 51, 66, 119, 23, 28, 83, 9, 46, 225, 86, 213, 258, 324, 160, 246, 166, 317, 429, 291, 117, 318, 175, 173, 366, 33, 158, 13, 399, 392, 358, 76, 48, 116, 107, 401, 359, 141, 122, 390, 30, 233, 247, 201, 112, 274, 296, 361, 211, 316, 73, 62, 49, 78, 2, 250, 323, 5, 10, 376, 398, 397, 425, 1, 16, 67, 114, 209, 326, 268, 302, 58, 282, 344, 108, 15, 221, 79, 243, 223, 88, 20, 118, 156, 367, 353, 123, 231, 297, 338, 204, 333, 147, 311, 267, 430, 309, 357, 17, 237, 417, 125, 99, 24, 283, 427, 407, 96, 236, 200, 292, 287, 6, 284, 55, 181, 400, 129, 183, 217, 266, 134, 265, 270, 393, 394, 313, 205, 72, 113, 70, 100, 39, 12, 382, 264, 21, 350, 285, 232, 106, 332, 144, 140, 310, 378, 386, 279, 303, 36, 40, 165, 222, 177, 93, 60, 328, 380, 227, 230, 363, 185, 8, 101, 362, 276, 371, 372, 391, 56, 257, 269, 360, 365, 288, 149, 280, 7, 94, 162, 278, 189, 216, 168, 295, 179, 124, 154, 199, 120, 307, 321, 259, 193, 197, 98, 77, 74, 19, 104, 148, 212, 184, 161, 207, 210]
KSP: 
