Iterations;Overall best;Worst;Average;Best
0;67294;35391.6;53894.4;67294
1;73419.4;41064.3;56802;73419.4
2;73419.4;45044;58027.6;68613.2
3;73419.4;39399.7;60152.4;73346.4
4;73419.4;48046.8;61103.4;73346.4
5;74051.6;41675.5;63637.7;74051.6
6;75947.9;48951.2;65238.6;75947.9
7;78428.6;49458.6;66778.8;78428.6
8;78428.6;57015.2;69273.6;78428.6
9;78428.6;51309.9;69760.9;76677.4
10;78428.6;57698.8;71039;77638.2
11;79734.2;62565.8;71616.6;79734.2
12;79734.2;63985.1;72554.4;78095.9
13;79734.2;64187.2;73053.9;78732.7
14;79734.2;59712.1;73316.9;79211.9
15;81886.7;65937.4;73840.1;81886.7
16;81886.7;63594.3;74370.2;81886.7
17;82271.8;67385.2;75743.1;82271.8
18;83468.6;62477.7;76549;83468.6
19;83789.9;67456.5;76459.6;83789.9
20;83789.9;66091.7;77188.5;83470.9
21;83789.9;69489.6;78345.9;83468.6
22;85446.7;67056.2;78420.6;85446.7
23;85935.3;68063.8;79076.5;85935.3
24;85935.3;65022.9;78945.9;84547.9
25;85935.3;68479.2;78947.1;85245.7
26;85935.3;60176.7;79084.9;85655.1
27;85935.3;69728.6;80349.2;85245.7
28;87302.5;71313;81126.5;87302.5
29;87302.5;71202.5;81240.2;87302.5
30;87302.5;71631.1;81278;87075
31;87302.5;73717.4;82641.6;86448.2
32;87302.5;72147.3;83545.1;86920
33;87522.8;76831;83964.8;87522.8
34;87734.6;74800.3;84062.6;87734.6
35;87734.6;76732.4;84064.2;87445.9
36;87734.6;77793.9;84405.3;87734.6
37;87734.6;76936.9;84496.3;87734.6
38;87734.6;76198.6;84824.8;87384.6
39;87916.1;72285.4;85065.8;87916.1
40;87928.1;81234.6;85572.2;87928.1
41;89562;77706.8;85839.8;89562
42;90086.8;81451.3;86278.7;90086.8
43;90086.8;72711.5;86370.8;89562
44;90790.9;75621.9;86864.4;90790.9
45;90790.9;77712;87652.3;90790.9
46;91668.9;80104.8;88534;91668.9
47;92085.4;81431.4;88683.4;92085.4
48;92085.4;77902.2;89328.8;91237.1
49;92085.4;75847.5;89401.3;91237.1
50;92085.4;83362.3;90150.7;91649
51;92085.4;86668.1;90365.2;91770.7
52;92085.4;84950.4;90686.6;91770.7
53;92542;85507;90775.3;92542
54;92542;87457.1;91168.2;92235.8
55;92584.7;75100.9;90915.6;92584.7
56;92964.8;74808.5;90989.1;92964.8
57;93238.8;85386.7;91421.5;93238.8
58;93238.8;83273.1;91501.9;93238.8
59;93238.8;86096.3;91751;93238.8
60;93996.3;87565.5;91905.3;93996.3
61;94105.9;87531;92130.2;94105.9
62;94105.9;80160.2;92137.9;94105.9
63;94105.9;82889.9;92343.4;94105.9
64;94392;85841.4;92632.5;94392
65;95316.6;87340.8;93208.4;95316.6
66;95316.6;91086.5;93686.2;95316.6
67;95332.8;86637.1;93614.2;95332.8
68;95332.8;87846.6;93887.6;94938.2
69;95332.8;85764;93903.6;94813.4
70;95494.7;89067.7;94000.5;95494.7
71;95494.7;83850.7;93822.7;94983.4
72;95494.7;86478.5;93882.6;94813.4
73;95566;86265.6;93988.1;95566
74;95566;86706.9;94135.4;95389.2
75;95566;92086.6;94365.4;94922.4
76;95761.2;86588;94233.4;95761.2
77;95761.2;91610.3;94433.3;95761.2
78;95832.8;84906.9;94587.5;95832.8
79;95880;86909;94659.2;95880
80;96007.5;87000.6;95241.9;96007.5
81;96007.5;92363;95527.5;95986.5
82;96072.3;85677.2;95336.2;96072.3
83;96284.8;84278.5;95303.7;96284.8
84;96284.8;87920.9;95334.4;96284.8
85;96832.3;90648.4;95396.8;96832.3
86;96832.3;75548.3;95107.6;96832.3
87;97293.2;91282;95491;97293.2
88;97293.2;80932.4;95492.2;97144.6
89;97293.2;89415;95703.5;97280.6
90;97705;87713.5;95828;97705
91;97705;91705.6;96079.8;97705
92;97780;88266.4;96008.6;97780
93;97780;91097.5;96070.8;97780
94;99066.2;88577.5;96375.7;99066.2
95;99066.2;89412.4;96545.5;99066.2
96;99291.2;89586.2;96718.4;99291.2
97;99291.2;88577.9;97006.6;99291.2
98;99291.2;85488.9;97014.6;99291.2
99;99686.6;90525.6;97227.6;99686.6
Best solution:
	TSP: [4, 1, 41, 18, 2, 30, 7, 42, 29, 47, 26, 14, 52, 28, 51, 13, 27, 15, 24, 25, 43, 19, 9, 8, 10, 33, 5, 36, 22, 49, 21, 17, 3, 45, 32, 50, 20, 23, 31, 6, 38, 37, 39, 34, 44, 16, 12, 11, 46, 48, 35, 40]
KSP: 
