Iterations;Overall best;Worst;Average;Best
0;123120;93130.3;108133;123120
1;126889;95143.9;113729;126889
2;126889;99375.8;116620;125639
3;127645;99535;117802;127645
4;129434;105977;119775;129434
5;129434;112859;121131;129335
6;131308;109330;122512;131308
7;131308;110563;123431;130196
8;131308;111610;124643;130272
9;132651;115723;124520;132651
10;134079;106882;125566;134079
11;134079;116768;126307;134079
12;134383;112424;126798;134383
13;134875;116175;127205;134875
14;134875;119871;128246;134650
15;137002;118598;128725;137002
16;137109;113726;129558;137109
17;137109;117273;130223;136792
18;137109;118645;130128;136875
19;137338;118230;131184;137338
20;137638;124683;132035;137638
21;138306;123330;132503;138306
22;138616;119739;133092;138616
23;139863;125444;134186;139863
24;142246;123789;135568;142246
25;142534;130146;136505;142534
26;143553;128625;137128;143553
27;143737;129776;137340;143737
28;143737;129091;138181;143478
29;143737;134101;140039;143478
30;143737;136002;140331;143640
31;145110;130416;141050;145110
32;145241;135901;141809;145241
33;146766;135757;142012;146766
34;146766;135608;142374;146135
35;146766;135904;142637;146135
36;146766;136893;143421;146578
37;146943;138313;143764;146943
38;147929;139341;144026;147929
39;147929;137548;144304;146753
40;148341;137215;144627;148341
41;148453;138631;144786;148453
42;148453;138148;145237;148380
43;148453;138390;145348;147687
44;149004;141612;145911;149004
45;149004;131099;146113;149004
46;149004;142251;146656;149004
47;150388;139312;147415;150388
48;150388;141871;147667;150388
49;151101;140515;148138;151101
50;151204;143715;148386;151204
51;151204;133998;148393;150537
52;151960;143656;149023;151960
53;152465;143098;149237;152465
54;152465;140182;149630;152409
55;153425;144575;149948;153425
56;153425;146486;150155;153425
57;153460;144544;150538;153460
58;153572;141850;151200;153572
59;153754;143348;152027;153754
60;154376;147082;152474;154376
61;154376;140354;152566;154375
62;154376;148709;152941;154375
63;154590;146912;153106;154590
64;154590;147166;153172;154590
65;155069;143575;153260;155069
66;155069;149991;153642;155069
67;155069;144144;153597;155069
68;155145;145053;153779;155145
69;155145;138724;154067;155110
70;155390;147443;154206;155390
71;155933;147813;154287;155933
72;156530;150627;154587;156530
73;156530;146124;154578;156530
74;156850;146365;154389;156850
75;156850;149573;154844;156850
76;156931;144900;155148;156931
77;156931;147044;155614;156931
78;156931;147703;156050;156931
79;156931;144903;156176;156931
80;156931;152167;156324;156931
81;156931;149112;156475;156931
82;156931;149193;156413;156931
83;156931;148148;156399;156931
84;156931;149277;156414;156931
85;156931;150544;156533;156931
86;156931;148706;156450;156931
87;156931;145054;156607;156931
88;157250;142291;156476;157250
89;157269;150851;156755;157269
90;157269;148073;156563;157269
91;157269;153541;156808;157269
92;157269;152625;156757;157269
93;157539;152169;156781;157539
94;157539;149892;156500;157539
95;157539;149052;156492;157539
96;157539;150777;156466;157539
97;157539;145348;156444;157539
98;157539;151508;156493;157539
99;157539;150826;156518;157539
Best solution:
	TSP: [44, 10, 33, 11, 27, 14, 52, 12, 43, 45, 7, 2, 42, 17, 30, 29, 1, 39, 35, 31, 18, 9, 51, 15, 6, 26, 28, 47, 13, 38, 34, 16, 21, 3, 41, 8, 19, 32, 37, 5, 4, 25, 48, 24, 40, 49, 46, 50, 20, 23, 22, 36]
KSP: 
