Iterations;Overall best;Worst;Average;Best
0;173579;142866;159876;173579
1;179389;147347;163106;179389
2;179389;149966;165163;179389
3;184845;153942;168033;184845
4;184845;151530;169061;181554
5;184845;156851;171270;180421
6;184845;154038;172388;182436
7;184992;163011;174396;184992
8;186405;159298;174853;186405
9;186405;154110;175458;186405
10;189428;164037;177005;189428
11;189428;159934;177856;186561
12;189428;167595;178745;188379
13;190241;166634;179648;190241
14;190241;167568;180691;189905
15;190241;172602;182154;189190
16;192040;175111;182822;192040
17;192040;167851;182617;188989
18;192040;175337;183996;190569
19;192040;168596;184536;191854
20;192040;166591;185390;191760
21;194447;169424;186381;194447
22;194447;178402;187583;194009
23;196469;181903;188841;196469
24;196469;177771;189802;196469
25;196469;180954;190848;196469
26;196469;184230;191714;196416
27;196845;186517;192462;196845
28;197231;184134;192696;197231
29;197231;187098;193015;196546
30;198863;184862;193110;198863
31;198863;185422;193108;197787
32;198863;184612;193728;197759
33;198863;185774;193670;197667
34;198863;181657;193070;197700
35;199092;182697;192643;199092
36;199092;184605;193449;197953
37;199092;184193;193772;198299
38;199092;186652;194241;197829
39;201250;184348;194310;201250
40;201250;185580;194671;199408
41;201250;187575;195023;200858
42;201250;182864;195219;200858
43;201250;189620;195775;200858
44;201369;187949;196690;201369
45;201705;193458;197656;201705
46;201705;192137;198056;201622
47;201705;189449;198363;201425
48;202418;193941;198734;202418
49;202634;193136;199335;202634
50;202634;189971;199878;202634
51;203673;193553;200593;203673
52;203673;188758;201089;202872
53;203825;196813;201300;203825
54;203825;192728;201117;203538
55;203825;192563;201294;203538
56;203825;194892;201059;203146
57;203825;190427;201082;203463
58;203825;197944;201743;203463
59;204329;194772;201947;204329
60;204355;199645;202370;204355
61;204702;194294;202070;204702
62;204702;192680;202505;204702
63;204702;197704;202682;204674
64;204702;198218;202840;204698
65;204731;191886;202963;204731
66;205068;194671;203291;205068
67;205068;201058;204035;205026
68;205068;197359;203912;205068
69;205068;197660;204157;205012
70;205068;197944;204094;205012
71;205492;199272;204256;205492
72;205492;197730;204292;205012
73;205492;199137;204466;205320
74;205492;197803;204491;205481
75;205510;195473;204335;205510
76;205510;193916;204241;205481
77;205510;200433;204557;205481
78;205510;200272;204677;205481
79;205510;191114;204488;205481
80;205734;200168;204686;205734
81;205734;196789;204689;205532
82;205852;192429;204569;205852
83;206196;196156;204734;206196
84;206214;198254;204530;206214
85;206214;199505;204753;205946
86;206214;202360;205010;205946
87;206214;196295;204990;205946
88;206214;196712;204816;205946
89;206444;201492;204912;206444
90;206444;190244;204972;205946
91;206444;197560;204987;205946
92;206444;196409;204855;205946
93;206444;201126;205306;206170
94;206444;201000;205331;206034
95;206628;197601;205399;206628
96;206628;196084;205384;206628
97;206628;186986;205343;206628
98;206628;198928;205722;206598
99;206763;199936;205678;206763
Best solution:
	TSP: [49, 22, 36, 27, 11, 52, 51, 12, 35, 1, 31, 17, 18, 19, 41, 45, 8, 38, 25, 32, 33, 13, 28, 26, 14, 6, 24, 3, 23, 30, 20, 7, 2, 42, 21, 50, 29, 47, 16, 44, 48, 5, 34, 46, 15, 43, 10, 9, 4, 37, 39, 40]
KSP: 
