Iterations;Overall best;Worst;Average;Best
0;-3.15022e+06;-3.91723e+06;-3.57338e+06;-3.15022e+06
1;-3.03119e+06;-3.89375e+06;-3.52128e+06;-3.03119e+06
2;-2.9804e+06;-3.95829e+06;-3.47376e+06;-2.9804e+06
3;-2.9804e+06;-3.8452e+06;-3.41211e+06;-3.09781e+06
4;-2.9804e+06;-3.67617e+06;-3.37356e+06;-3.08389e+06
5;-2.9804e+06;-3.65378e+06;-3.30071e+06;-3.05853e+06
6;-2.9804e+06;-3.62625e+06;-3.30936e+06;-3.05419e+06
7;-2.9804e+06;-3.78245e+06;-3.27195e+06;-3.04223e+06
8;-2.9804e+06;-3.50556e+06;-3.22087e+06;-3.02709e+06
9;-2.9804e+06;-3.57094e+06;-3.20352e+06;-3.00644e+06
10;-2.9804e+06;-3.48797e+06;-3.17845e+06;-3.01979e+06
11;-2.97913e+06;-3.43018e+06;-3.17495e+06;-2.97913e+06
12;-2.97913e+06;-3.51166e+06;-3.15515e+06;-3.00688e+06
13;-2.97913e+06;-3.48095e+06;-3.13799e+06;-3.00365e+06
14;-2.93487e+06;-3.47311e+06;-3.11125e+06;-2.93487e+06
15;-2.84583e+06;-3.43573e+06;-3.10583e+06;-2.84583e+06
16;-2.7672e+06;-3.4321e+06;-3.07737e+06;-2.7672e+06
17;-2.74084e+06;-3.30472e+06;-3.04891e+06;-2.74084e+06
18;-2.74084e+06;-3.20924e+06;-3.0263e+06;-2.82873e+06
19;-2.74084e+06;-3.29028e+06;-3.00491e+06;-2.80711e+06
20;-2.74084e+06;-3.22302e+06;-2.96898e+06;-2.79322e+06
21;-2.74084e+06;-3.34635e+06;-2.94213e+06;-2.78826e+06
22;-2.74084e+06;-3.12944e+06;-2.89525e+06;-2.76053e+06
23;-2.74084e+06;-3.18294e+06;-2.8838e+06;-2.77075e+06
24;-2.73993e+06;-3.02574e+06;-2.85984e+06;-2.73993e+06
25;-2.73993e+06;-3.02601e+06;-2.83774e+06;-2.75211e+06
26;-2.72018e+06;-2.98485e+06;-2.83971e+06;-2.72018e+06
27;-2.68224e+06;-2.95636e+06;-2.8169e+06;-2.68224e+06
28;-2.5943e+06;-2.94697e+06;-2.80748e+06;-2.5943e+06
29;-2.5943e+06;-2.93234e+06;-2.78334e+06;-2.62883e+06
30;-2.5943e+06;-2.87782e+06;-2.76461e+06;-2.62599e+06
31;-2.5943e+06;-2.87305e+06;-2.74553e+06;-2.62943e+06
32;-2.5943e+06;-2.86566e+06;-2.72238e+06;-2.63037e+06
33;-2.5943e+06;-2.83607e+06;-2.69961e+06;-2.60248e+06
34;-2.58019e+06;-2.78662e+06;-2.6731e+06;-2.58019e+06
35;-2.57265e+06;-2.74614e+06;-2.64899e+06;-2.57265e+06
36;-2.53606e+06;-2.75759e+06;-2.63729e+06;-2.53606e+06
37;-2.52372e+06;-2.70663e+06;-2.62096e+06;-2.52372e+06
38;-2.40982e+06;-2.7468e+06;-2.60521e+06;-2.40982e+06
39;-2.40982e+06;-2.70446e+06;-2.58867e+06;-2.48825e+06
40;-2.40982e+06;-2.7171e+06;-2.58084e+06;-2.46696e+06
41;-2.40982e+06;-2.67515e+06;-2.56403e+06;-2.45002e+06
42;-2.40982e+06;-2.6638e+06;-2.53637e+06;-2.43257e+06
43;-2.40982e+06;-2.63541e+06;-2.5276e+06;-2.44932e+06
44;-2.40982e+06;-2.63658e+06;-2.52184e+06;-2.44723e+06
45;-2.40982e+06;-2.57929e+06;-2.51063e+06;-2.42347e+06
46;-2.40982e+06;-2.55596e+06;-2.4921e+06;-2.42297e+06
47;-2.39279e+06;-2.59385e+06;-2.48101e+06;-2.39279e+06
48;-2.39279e+06;-2.58461e+06;-2.47052e+06;-2.41917e+06
49;-2.39279e+06;-2.54845e+06;-2.46299e+06;-2.39754e+06
50;-2.38332e+06;-2.53806e+06;-2.45385e+06;-2.38332e+06
51;-2.35382e+06;-2.54821e+06;-2.44448e+06;-2.35382e+06
52;-2.35382e+06;-2.50226e+06;-2.43079e+06;-2.35382e+06
53;-2.34568e+06;-2.57327e+06;-2.43041e+06;-2.34568e+06
54;-2.3074e+06;-2.50427e+06;-2.41974e+06;-2.3074e+06
55;-2.28559e+06;-2.53659e+06;-2.42008e+06;-2.28559e+06
56;-2.28559e+06;-2.57332e+06;-2.41176e+06;-2.3074e+06
57;-2.28439e+06;-2.51171e+06;-2.40507e+06;-2.28439e+06
58;-2.28439e+06;-2.4804e+06;-2.38571e+06;-2.29647e+06
59;-2.25838e+06;-2.50491e+06;-2.37533e+06;-2.25838e+06
60;-2.22688e+06;-2.4618e+06;-2.35027e+06;-2.22688e+06
61;-2.22688e+06;-2.42809e+06;-2.33815e+06;-2.24484e+06
62;-2.22075e+06;-2.46476e+06;-2.32153e+06;-2.22075e+06
63;-2.22075e+06;-2.44162e+06;-2.3081e+06;-2.22792e+06
64;-2.22075e+06;-2.42125e+06;-2.301e+06;-2.22619e+06
65;-2.21321e+06;-2.38699e+06;-2.29635e+06;-2.21321e+06
66;-2.21321e+06;-2.3891e+06;-2.28541e+06;-2.21756e+06
67;-2.19906e+06;-2.3699e+06;-2.27761e+06;-2.19906e+06
68;-2.19906e+06;-2.38722e+06;-2.27468e+06;-2.20542e+06
69;-2.18598e+06;-2.34716e+06;-2.26452e+06;-2.18598e+06
70;-2.17497e+06;-2.33463e+06;-2.25695e+06;-2.17497e+06
71;-2.16744e+06;-2.31982e+06;-2.23875e+06;-2.16744e+06
72;-2.15422e+06;-2.29652e+06;-2.22131e+06;-2.15422e+06
73;-2.13574e+06;-2.33399e+06;-2.21602e+06;-2.13574e+06
74;-2.13574e+06;-2.31008e+06;-2.20456e+06;-2.13574e+06
75;-2.12316e+06;-2.28749e+06;-2.18771e+06;-2.12316e+06
76;-2.12316e+06;-2.26398e+06;-2.17217e+06;-2.12883e+06
77;-2.12086e+06;-2.24981e+06;-2.1625e+06;-2.12086e+06
78;-2.11044e+06;-2.19976e+06;-2.15159e+06;-2.11044e+06
79;-2.09883e+06;-2.23383e+06;-2.14865e+06;-2.09883e+06
80;-2.09883e+06;-2.2411e+06;-2.1479e+06;-2.10553e+06
81;-2.08905e+06;-2.2056e+06;-2.14072e+06;-2.08905e+06
82;-2.08905e+06;-2.21836e+06;-2.13376e+06;-2.09674e+06
83;-2.07509e+06;-2.25906e+06;-2.12848e+06;-2.07509e+06
84;-2.07163e+06;-2.22633e+06;-2.12492e+06;-2.07163e+06
85;-2.05375e+06;-2.17769e+06;-2.11556e+06;-2.05375e+06
86;-2.01527e+06;-2.17403e+06;-2.09985e+06;-2.01527e+06
87;-2.01527e+06;-2.1996e+06;-2.0917e+06;-2.03106e+06
88;-2.01527e+06;-2.13782e+06;-2.08079e+06;-2.02334e+06
89;-2.00723e+06;-2.16108e+06;-2.07084e+06;-2.00723e+06
90;-2.00723e+06;-2.11467e+06;-2.06147e+06;-2.00987e+06
91;-1.99323e+06;-2.20631e+06;-2.05128e+06;-1.99323e+06
92;-1.98812e+06;-2.09484e+06;-2.03876e+06;-1.98812e+06
93;-1.98812e+06;-2.13687e+06;-2.02949e+06;-1.98814e+06
94;-1.9779e+06;-2.13075e+06;-2.02418e+06;-1.9779e+06
95;-1.97679e+06;-2.08802e+06;-2.02351e+06;-1.97679e+06
96;-1.964e+06;-2.07896e+06;-2.01804e+06;-1.964e+06
97;-1.94942e+06;-2.08981e+06;-2.0134e+06;-1.94942e+06
98;-1.94772e+06;-2.08965e+06;-2.00357e+06;-1.94772e+06
99;-1.93852e+06;-2.06858e+06;-1.99675e+06;-1.93852e+06
Best solution:
