Iterations;Overall best;Worst;Average;Best
0;224801;194932;211208;224801
1;226046;200583;214580;226046
2;234944;197153;217203;234944
3;234944;197674;217904;233504
4;234944;206276;221185;234436
5;235289;207445;222039;235289
6;235289;208191;223664;235289
7;235289;208896;224591;235199
8;236628;210045;225643;236628
9;236628;208339;226299;234005
10;236628;213319;228126;234808
11;236705;216116;229176;236705
12;237639;213668;229823;237639
13;237639;223828;231561;237595
14;238531;223364;232651;238531
15;240813;226789;234135;240813
16;240813;225149;235511;240813
17;242264;231067;237038;242264
18;242264;228045;236656;241924
19;243919;230130;237425;243919
20;243919;227548;237966;242484
21;243919;232398;238972;243592
22;244845;229727;239649;244845
23;244845;234028;240494;244453
24;244845;230239;240794;243930
25;246763;236049;241834;246763
26;246763;234236;241688;246024
27;246763;235173;242314;246024
28;246799;238287;242587;246799
29;246799;237511;242872;246799
30;246799;235434;243231;246651
31;247105;239372;243703;247105
32;247105;239853;243798;247105
33;247114;234768;243855;247114
34;247114;238588;243860;246631
35;247564;237406;244048;247564
36;247946;239165;244301;247946
37;247946;240589;244786;247716
38;248627;237295;244900;248627
39;248718;239165;245144;248718
40;249084;234761;245373;249084
41;249084;236757;245894;248717
42;249465;238316;246423;249465
43;249517;240292;246614;249517
44;249994;242381;247082;249994
45;249994;238252;246938;249411
46;251794;237569;246817;251794
47;252020;242617;247251;252020
48;252020;235963;247885;250915
49;252020;242044;248389;251325
50;252285;243325;248701;252285
51;252285;240799;248827;251089
52;252285;240026;249209;251052
53;252285;245905;249725;251753
54;252341;244192;249699;252341
55;252341;239405;249869;252341
56;252768;245420;250548;252768
57;252768;241601;250698;252768
58;253035;242539;250755;253035
59;253035;244542;250764;252765
60;254296;242376;251104;254296
61;254296;246916;251678;254070
62;255421;246226;251836;255421
63;255421;242114;251791;254275
64;255421;242920;251983;254738
65;255421;246693;252582;254957
66;255421;249056;252924;254801
67;255421;242873;253179;255018
68;255421;242037;253745;254905
69;255421;248096;253817;255034
70;255421;248078;253895;255142
71;256038;247826;253932;256038
72;256038;247106;254281;256038
73;256210;248024;254277;256210
74;256210;245293;254370;256038
75;256210;245332;254345;256185
76;256566;242613;254360;256566
77;257219;244248;254649;257219
78;257219;247486;254336;257219
79;257219;246676;254664;257219
80;257758;249934;255218;257758
81;258418;250973;255449;258418
82;258418;251190;255741;258118
83;258418;250414;255914;258063
84;258418;249520;256038;258314
85;258895;250990;256393;258895
86;259070;247010;256408;259070
87;259070;251201;256694;258930
88;259070;247203;256688;258943
89;259070;249976;256924;259030
90;259460;251887;257404;259460
91;259460;248444;257795;259460
92;259460;247199;258174;259205
93;259460;252439;258294;259285
94;259787;250173;258526;259787
95;259787;254334;258775;259399
96;259787;250615;258545;259399
97;259787;251147;258607;259399
98;259787;254630;259010;259399
99;259787;252305;258770;259399
Best solution:
	TSP: [35, 51, 11, 12, 7, 17, 31, 25, 38, 5, 26, 27, 14, 52, 33, 45, 8, 19, 43, 4, 6, 29, 47, 13, 28, 24, 48, 37, 32, 21, 2, 42, 50, 30, 20, 44, 1, 22, 23, 36, 49, 18, 3, 41, 9, 10, 15, 40, 39, 34, 16, 46]
KSP: 
