Iterations;Overall best;Worst;Average;Best;FFE
0;-2366;-31031;-8752;-2366;100
1;-1353;-19687;-5470;-1353;193
2;-1309;-7195;-4137;-1309;287
3;-1309;-13274;-3995;-1309;379
4;-1133;-17389;-4576;-1133;474
5;-1027;-20602;-4374;-1027;567
6;-118;-24610;-4836;-118;657
7;-41;-23856;-3399;-41;748
8;-41;-20718;-2500;-41;840
9;-37;-20201;-3831;-37;936
10;46;-16697;-2719;46;1028
11;46;-16573;-2539;46;1119
12;46;-15620;-2452;46;1211
13;46;-15136;-1905;46;1303
14;46;-15136;-4071;46;1397
15;46;-15136;-2837;46;1487
16;46;-15136;-2660;46;1574
17;46;-15136;-2531;46;1665
18;46;-15072;-2314;46;1757
19;46;-15437;-2018;46;1847
20;46;-15444;-2502;46;1938
21;46;-15072;-2918;46;2032
22;46;-16042;-2380;46;2124
23;46;-15136;-2724;46;2218
24;46;-15136;-2633;46;2313
25;46;-15136;-1991;46;2393
26;46;-15136;-2532;46;2484
27;46;-15136;-2272;46;2574
28;46;-15257;-2611;46;2666
29;46;-15136;-3703;46;2762
30;46;-15136;-3202;46;2848
31;46;-15136;-2517;46;2940
32;46;-15257;-2476;46;3032
33;46;-15136;-2710;46;3124
34;46;-15136;-2852;46;3216
35;46;-15250;-3221;46;3307
36;46;-13858;-1856;46;3396
37;46;-13858;-2169;46;3488
38;46;-15072;-2419;46;3579
39;46;-15136;-2084;46;3671
40;46;-15136;-2897;46;3770
41;46;-15193;-1916;46;3863
42;46;-14472;-2121;46;3956
43;46;-15072;-2034;46;4048
44;46;-15312;-2454;46;4141
45;46;-14630;-2495;46;4234
46;46;-15136;-2187;46;4327
47;46;-15186;-2740;46;4417
48;46;-15250;-2945;46;4511
49;46;-15136;-2559;46;4592
50;46;-15136;-3159;46;4688
51;46;-15072;-2897;46;4781
52;46;-15072;-2512;46;4876
53;46;-15136;-2052;46;4969
54;46;-15072;-2669;46;5065
55;46;-15136;-2712;46;5160
56;46;-15136;-3460;46;5253
57;46;-15136;-2770;46;5341
58;46;-15380;-2824;46;5433
59;46;-15136;-2334;46;5532
60;46;-15136;-2435;46;5624
61;46;-15136;-2624;46;5715
62;46;-15136;-2668;46;5807
63;46;-15136;-1952;46;5899
64;46;-15072;-3149;46;5990
65;46;-15136;-2293;46;6080
66;46;-15072;-2953;46;6172
67;46;-15136;-2105;46;6263
68;46;-15930;-2138;46;6352
69;46;-15136;-1727;46;6443
70;46;-15192;-2275;46;6539
71;46;-15072;-2112;46;6629
72;46;-15136;-2304;46;6721
73;46;-15136;-2419;46;6815
74;46;-15136;-2101;46;6905
75;46;-15136;-3106;46;6998
76;46;-15136;-3048;46;7093
77;46;-15136;-2819;46;7189
78;46;-15193;-2695;46;7285
79;46;-13556;-1742;46;7377
80;46;-15136;-3078;46;7472
81;46;-15257;-2949;46;7564
82;46;-15136;-3253;46;7659
83;46;-15136;-3286;46;7754
84;46;-15250;-2538;46;7844
85;46;-15136;-2198;46;7935
86;46;-15072;-2813;46;8030
87;46;-15136;-2439;46;8125
88;46;-15136;-2891;46;8218
89;46;-15136;-2676;46;8309
90;46;-15192;-2117;46;8397
91;46;-15072;-1827;46;8488
92;46;-15186;-2319;46;8576
93;46;-15136;-2187;46;8671
94;46;-15136;-2507;46;8764
95;46;-13302;-1762;46;8855
96;46;-15072;-2852;46;8948
97;46;-15186;-1294;46;9037
98;46;-14472;-1884;46;9127
99;46;-15136;-2936;46;9222
100;46;-15186;-2532;46;9318
101;46;-15136;-2941;46;9408
102;46;-17163;-2257;46;9495
103;46;-15136;-2406;46;9587
104;46;-15136;-2714;46;9677
105;46;-15072;-3048;46;9768
106;46;-15136;-2569;46;9863
107;46;-13858;-1980;46;9954
108;46;-15136;-2654;46;10052
109;46;-15136;-2580;46;10142
110;46;-15136;-1849;46;10239
111;46;-15136;-2404;46;10329
112;46;-14472;-3051;46;10425
113;46;-15072;-1640;46;10519
114;46;-15192;-2283;46;10613
115;46;-15136;-2393;46;10708
116;46;-15136;-2663;46;10802
117;46;-15136;-2715;46;10890
118;46;-13858;-1988;46;10984
119;46;-15072;-1610;46;11080
120;46;-15250;-2412;46;11166
121;46;-15136;-2162;46;11261
122;46;-15136;-2747;46;11353
123;46;-15072;-3030;46;11449
124;46;-15072;-2871;46;11538
125;46;-15136;-2563;46;11628
126;46;-15444;-3257;46;11720
127;46;-15192;-2895;46;11812
128;46;-15072;-2983;46;11906
129;46;-15436;-2596;46;11999
130;46;-15250;-3295;46;12089
131;46;-15072;-3180;46;12185
132;46;-15136;-2457;46;12276
133;46;-15136;-3195;46;12368
134;46;-15193;-2505;46;12461
135;46;-15136;-2789;46;12554
136;46;-15186;-2614;46;12649
137;46;-15072;-2030;46;12739
138;46;-15136;-2777;46;12837
139;46;-15072;-2293;46;12929
140;46;-15307;-2092;46;13022
141;46;-14472;-2252;46;13111
142;46;-15136;-2091;46;13201
143;46;-15136;-2940;46;13294
144;46;-15136;-1788;46;13384
145;46;-15136;-2345;46;13476
146;46;-15072;-2034;46;13572
147;46;-15072;-2617;46;13669
148;46;-15136;-2381;46;13763
149;46;-15136;-2403;46;13855
150;46;-15136;-2200;46;13948
151;46;-15136;-2556;46;14032
152;46;-15136;-3097;46;14126
153;46;-18904;-3468;46;14222
154;46;-15444;-2427;46;14315
155;46;-15136;-3480;46;14409
156;46;-15136;-3213;46;14501
157;46;-15628;-3470;46;14595
158;46;-15136;-3061;46;14686
159;46;-15136;-2742;46;14781
160;46;-15072;-2319;46;14877
161;46;-15136;-2003;46;14963
162;46;-15380;-3189;46;15058
163;46;-15136;-2661;46;15154
164;46;-15136;-2322;46;15240
165;46;-15136;-2574;46;15333
166;46;-15250;-2466;46;15425
167;46;-15136;-2256;46;15511
168;46;-15136;-2803;46;15605
169;46;-15136;-2376;46;15695
170;46;-15136;-2561;46;15786
171;46;-14472;-2698;46;15880
172;46;-16408;-3413;46;15971
