509;-351978;-401101;-383639;-362478
510;-351978;-463272;-388734;-362478
511;-351978;-405161;-385975;-360038
512;-351978;-410839;-392838;-369024
513;-351978;-392179;-386561;-369108
514;-351978;-395648;-386741;-368119
515;-351978;-390001;-389291;-369073
516;-351978;-384607;-384880;-370819
517;-351978;-378102;-386766;-355659
518;-351978;-432006;-387083;-366846
519;-351978;-402692;-387203;-368537
520;-351978;-410835;-392391;-370312
521;-351978;-408016;-388982;-368990
522;-351978;-391806;-390858;-372441
523;-351978;-410356;-391904;-358480
524;-351978;-471181;-394258;-358480
525;-351978;-410398;-392860;-359668
526;-351978;-461992;-396177;-359668
527;-351978;-429496;-395723;-361362
528;-351978;-402583;-390397;-363749
529;-351978;-420884;-396696;-369442
530;-351978;-429270;-396462;-361703
531;-351978;-415491;-394803;-371868
532;-351978;-388696;-396864;-373531
533;-351978;-470460;-389660;-357054
534;-351978;-428727;-395013;-357054
535;-351978;-400998;-395341;-357054
536;-351978;-438595;-397690;-357344
537;-351978;-439583;-395856;-368878
538;-351978;-408970;-397005;-368878
539;-351978;-426035;-392308;-364774
540;-351978;-399760;-396097;-360164
541;-351978;-412128;-389127;-355113
542;-351978;-443327;-399376;-360056
543;-351978;-400124;-390004;-360056
544;-351978;-377696;-384596;-358631
545;-351978;-419044;-386499;-360087
546;-351978;-402675;-381211;-360087
547;-351978;-378778;-384239;-358026
548;-351978;-410718;-382341;-363040
549;-351978;-406095;-375562;-358587
550;-346872;-399520;-384091;-346872
551;-346872;-381309;-376027;-361253
552;-346872;-399892;-378591;-349924
553;-346872;-405582;-378700;-349924
554;-346872;-431010;-376360;-349924
555;-346872;-425614;-379426;-349924
556;-346872;-375330;-381903;-349924
557;-346872;-415888;-376268;-361986
558;-346872;-409843;-385484;-348619
559;-346872;-416804;-379682;-351672
560;-346872;-431431;-383224;-351672
561;-346872;-401097;-377616;-351672
562;-346872;-414655;-377774;-351672
563;-346872;-409346;-380053;-351672
564;-346872;-399415;-384145;-352025
565;-346872;-413080;-378191;-353004
566;-341462;-399519;-380776;-341462
567;-341462;-387672;-381371;-352599
568;-341462;-380941;-384198;-351458
569;-341462;-402876;-378845;-357088
570;-341462;-415007;-383617;-357542
571;-341462;-433260;-377839;-342774
572;-341462;-374961;-382403;-342774
573;-341462;-402650;-379448;-342774
574;-341462;-413640;-375744;-361045
575;-341462;-395622;-373308;-361356
576;-341462;-424674;-378511;-357950
577;-341462;-398037;-377039;-360883
578;-341462;-398758;-376664;-354912
579;-341462;-423998;-377386;-355062
580;-341462;-424958;-382099;-355062
581;-339279;-395479;-374627;-339279
582;-339279;-380129;-372004;-354445
583;-339279;-391698;-374716;-350164
584;-339279;-380138;-371889;-347326
585;-339279;-401207;-369888;-347326
586;-339279;-377450;-371888;-351365
587;-339279;-413974;-373572;-345596
588;-339279;-386973;-376901;-352352
589;-339279;-401470;-376081;-352188
590;-339279;-401137;-375124;-352188
591;-339279;-391415;-377716;-347208
592;-339279;-398380;-375047;-346294
593;-339279;-403965;-375390;-348550
594;-339279;-383889;-374744;-355321
595;-339279;-381730;-368715;-355070
596;-339279;-370811;-368662;-355070
597;-339279;-398775;-377172;-355070
598;-339279;-393902;-377508;-348552
599;-339279;-398154;-372665;-348552
600;-339279;-402707;-368150;-349824
601;-339279;-399547;-372147;-351608
602;-339279;-411104;-373915;-351485
603;-339279;-426241;-375171;-354057
604;-339279;-370373;-367892;-354141
605;-339279;-381361;-372979;-343381
606;-339279;-407249;-370438;-344722
607;-339279;-377012;-375218;-344722
608;-332981;-376218;-366109;-332981
609;-332981;-400608;-366189;-347452
610;-332981;-390230;-369393;-341119
