Iterations;Overall best;Worst;Average;Best
66;-1.86009e+06;-2.00524e+06;-1.93918e+06;-1.86009e+06
67;-1.86009e+06;-1.99908e+06;-1.93237e+06;-1.86009e+06
68;-1.84941e+06;-2.00589e+06;-1.92246e+06;-1.84941e+06
69;-1.84941e+06;-2.01584e+06;-1.9214e+06;-1.86009e+06
70;-1.84566e+06;-1.99024e+06;-1.91355e+06;-1.84566e+06
71;-1.82837e+06;-2.00747e+06;-1.9098e+06;-1.82837e+06
72;-1.82837e+06;-1.98774e+06;-1.91057e+06;-1.82837e+06
73;-1.82837e+06;-1.97138e+06;-1.89331e+06;-1.82837e+06
74;-1.82601e+06;-1.97369e+06;-1.88316e+06;-1.82601e+06
75;-1.82247e+06;-1.96436e+06;-1.86994e+06;-1.82247e+06
76;-1.81541e+06;-1.94195e+06;-1.86185e+06;-1.81541e+06
77;-1.81541e+06;-1.92535e+06;-1.85388e+06;-1.8183e+06
78;-1.80499e+06;-1.90839e+06;-1.84997e+06;-1.80499e+06
79;-1.80058e+06;-1.93482e+06;-1.84255e+06;-1.80058e+06
80;-1.77852e+06;-1.91413e+06;-1.8388e+06;-1.77852e+06
81;-1.76832e+06;-1.91695e+06;-1.8285e+06;-1.76832e+06
82;-1.7529e+06;-1.88123e+06;-1.81698e+06;-1.7529e+06
83;-1.7529e+06;-1.88792e+06;-1.81235e+06;-1.7529e+06
84;-1.7529e+06;-1.86237e+06;-1.80573e+06;-1.75615e+06
85;-1.7529e+06;-1.86116e+06;-1.79866e+06;-1.75402e+06
86;-1.75032e+06;-1.84343e+06;-1.79281e+06;-1.75032e+06
87;-1.7388e+06;-1.86957e+06;-1.78336e+06;-1.7388e+06
88;-1.72184e+06;-1.88209e+06;-1.77672e+06;-1.72184e+06
89;-1.70774e+06;-1.81341e+06;-1.76409e+06;-1.70774e+06
90;-1.70176e+06;-1.82352e+06;-1.75625e+06;-1.70176e+06
91;-1.70099e+06;-1.83574e+06;-1.74566e+06;-1.70099e+06
92;-1.69259e+06;-1.79159e+06;-1.7355e+06;-1.69259e+06
93;-1.67438e+06;-1.77942e+06;-1.72155e+06;-1.67438e+06
94;-1.66765e+06;-1.76622e+06;-1.71371e+06;-1.66765e+06
95;-1.66389e+06;-1.79674e+06;-1.70903e+06;-1.66389e+06
96;-1.65029e+06;-1.74495e+06;-1.69843e+06;-1.65029e+06
97;-1.65029e+06;-1.75106e+06;-1.69695e+06;-1.65315e+06
98;-1.65029e+06;-1.72761e+06;-1.68567e+06;-1.6595e+06
99;-1.65029e+06;-1.72581e+06;-1.68024e+06;-1.66099e+06
Best solution:
	TSP: [300, 358, 36, 433, 395, 436, 85, 110, 180, 63, 124, 404, 276, 33, 235, 392, 373, 383, 54, 413, 232, 172, 153, 127, 134, 217, 114, 286, 377, 437, 354, 270, 251, 236, 431, 380, 426, 289, 194, 423, 174, 246, 325, 305, 335, 170, 396, 422, 371, 406, 367, 90, 297, 165, 100, 156, 415, 427, 402, 123, 201, 93, 254, 348, 301, 271, 150, 344, 412, 303, 369, 341, 361, 435, 342, 40, 46, 424, 439, 418, 252, 247, 308, 58, 163, 317, 48, 47, 28, 228, 359, 13, 312, 401, 285, 416, 364, 155, 353, 51, 140, 284, 410, 417, 22, 105, 309, 126, 183, 287, 397, 283, 112, 368, 391, 264, 143, 221, 185, 249, 306, 349, 343, 53, 83, 57, 91, 299, 19, 382, 56, 73, 184, 332, 34, 7, 302, 365, 80, 81, 222, 386, 21, 333, 17, 106, 231, 30, 115, 113, 145, 4, 238, 193, 107, 142, 20, 92, 2, 11, 384, 438, 407, 230, 298, 388, 307, 245, 337, 219, 314, 326, 255, 5, 316, 49, 35, 158, 167, 38, 52, 282, 434, 186, 229, 200, 198, 277, 75, 50, 15, 241, 313, 408, 430, 411, 381, 104, 160, 324, 315, 366, 428, 378, 390, 429, 208, 199, 119, 26, 340, 360, 86, 154, 209, 179, 294, 162, 94, 385, 188, 393, 14, 44, 260, 166, 78, 64, 336, 266, 138, 204, 329, 320, 176, 244, 103, 129, 98, 292, 151, 357, 84, 8, 272, 62, 66, 18, 128, 192, 157, 275, 356, 339, 394, 227, 432, 420, 355, 310, 262, 265, 141, 168, 9, 376, 304, 178, 330, 370, 405, 290, 181, 334, 234, 319, 60, 3, 39, 97, 118, 253, 133, 205, 196, 31, 152, 346, 296, 398, 347, 375, 6, 108, 318, 419, 224, 1, 117, 89, 212, 95, 37, 191, 258, 240, 148, 363, 220, 121, 248, 101, 159, 55, 116, 400, 267, 273, 403, 374, 389, 322, 280, 149, 242, 263, 135, 173, 169, 139, 45, 187, 43, 41, 79, 190, 279, 278, 387, 233, 214, 345, 295, 203, 213, 130, 67, 111, 144, 32, 24, 207, 122, 76, 42, 120, 161, 72, 338, 414, 421, 218, 136, 88, 211, 131, 164, 125, 177, 182, 171, 216, 71, 87, 10, 351, 328, 379, 261, 321, 257, 215, 223, 268, 132, 102, 96, 23, 291, 399, 237, 250, 239, 269, 274, 350, 99, 189, 409, 210, 65, 29, 61, 74, 225, 352, 82, 137, 197, 12, 259, 256, 362, 288, 425, 226, 281, 372, 59, 27, 109, 16, 146, 147, 202, 206, 243, 77, 293, 323, 311, 68, 25, 69, 175, 331, 195, 70, 327]
KSP: 
