0;-53543.9;-53543.9
1;-53543.9;-69419.8
2;-53543.9;-98519.3
3;-52924.5;-52924.5
4;-52924.5;-57705.2
5;-52924.5;-85469.2
6;-52924.5;-66116.9
7;-45235.9;-45235.9
8;-45235.9;-60009.1
9;-45235.9;-104274
10;-45235.9;-57962.6
11;-44553.9;-44553.9
12;-44553.9;-71086.7
13;-44553.9;-92464.2
14;-44553.9;-87347.4
15;-44553.9;-73571.3
16;-44553.9;-85183.5
17;-44553.9;-67088
18;-44553.9;-66789.5
19;-44553.9;-93548.8
20;-44553.9;-83888.4
21;-44553.9;-87354.5
22;-44553.9;-75821.9
23;-44553.9;-62375.6
24;-44553.9;-61802.9
25;-44553.9;-62846.7
26;-44553.9;-89144.6
27;-39063.3;-39063.3
28;-39063.3;-42714.3
29;-39063.3;-59944
30;-39063.3;-41854.5
31;-39063.3;-66173.6
32;-39063.3;-52763.7
33;-39063.3;-96537.2
34;-39063.3;-52158.5
35;-39063.3;-89484.1
36;-39063.3;-69200.2
37;-39063.3;-60234.5
38;-39063.3;-68729.4
39;-39063.3;-70502.7
40;-39063.3;-75954.2
41;-39063.3;-58698.8
42;-39063.3;-60962.6
43;-39063.3;-94425.2
44;-39063.3;-64392.8
45;-39063.3;-76043.3
46;-39063.3;-114525
47;-39063.3;-80911.1
48;-39063.3;-75502.2
49;-39063.3;-57990.6
50;-39063.3;-45818.5
51;-39063.3;-58143.6
52;-39063.3;-40383.7
53;-39063.3;-58382.3
54;-39063.3;-55586.2
55;-39063.3;-57420
56;-39063.3;-82588.8
57;-39063.3;-79597.1
58;-39063.3;-93530.9
59;-39063.3;-124673
60;-39063.3;-66589.3
61;-39063.3;-69897.9
62;-39063.3;-90851.4
63;-39063.3;-77392.5
64;-39063.3;-62642.6
65;-39063.3;-44095.4
66;-39063.3;-57713.5
67;-39063.3;-77317.1
68;-39063.3;-87585.8
69;-39063.3;-56707.5
70;-39063.3;-96411.4
71;-39063.3;-56204.4
72;-39063.3;-60310.6
73;-39063.3;-83216.8
74;-39063.3;-91952.4
75;-39063.3;-73930.1
76;-39063.3;-71599.8
77;-39063.3;-69009.5
78;-39063.3;-83321.3
79;-39063.3;-57666.9
80;-39063.3;-58901.9
81;-39063.3;-56715.9
82;-39063.3;-40866.8
83;-39063.3;-72664.2
84;-39063.3;-82179.3
85;-39063.3;-61723.1
86;-39063.3;-84178.1
87;-39063.3;-96464.3
88;-39063.3;-90774.8
89;-39063.3;-55328.1
90;-39063.3;-72885.8
91;-39063.3;-58096.5
92;-39063.3;-69642.1
93;-39063.3;-69385.7
94;-39063.3;-75758.6
95;-39063.3;-60300.8
96;-39063.3;-81622.2
97;-39063.3;-66341.8
98;-39063.3;-66504
99;-39063.3;-50808.9
100;-39063.3;-56079.1
101;-39063.3;-51752.1
102;-39063.3;-52810.7
103;-39063.3;-50475.2
104;-39063.3;-64372.7
105;-39063.3;-68330.2
106;-39063.3;-86250.1
107;-39063.3;-58118.4
108;-39063.3;-91255.4
109;-39063.3;-90398.1
110;-39063.3;-69568.8
111;-39063.3;-68511.7
112;-39063.3;-78696.9
113;-39063.3;-66375.2
114;-39063.3;-57405.2
115;-39063.3;-73072.8
116;-39063.3;-70766.6
117;-39063.3;-52900
118;-39063.3;-46230.6
119;-39063.3;-65781
120;-39063.3;-120752
121;-38407;-38407
122;-38407;-56835.6
123;-38407;-72383.7
124;-38407;-78637
125;-38407;-72107.2
126;-38407;-82621.8
127;-38407;-83034.8
128;-38407;-86271.1
129;-38407;-80426
130;-38407;-60361.1
131;-38407;-49312.4
132;-38407;-46605.7
133;-38407;-69495
134;-38407;-44952.9
135;-38407;-85518.6
136;-38407;-46681.5
137;-38407;-84348.2
138;-38407;-60655.8
139;-38407;-100123
140;-38407;-63438.1
141;-38407;-106236
142;-38407;-55831.6
143;-38407;-73555.8
144;-38407;-63180.3
145;-38407;-66574.9
146;-38407;-66483.2
147;-38407;-44974.7
148;-38407;-73323.3
149;-38407;-61517.4
150;-38407;-64285.4
151;-38407;-63460.1
152;-38407;-80398.1
153;-38407;-58604.8
154;-38407;-61074.6
155;-38407;-62375.2
156;-38407;-69996.1
157;-38407;-118679
158;-38407;-83243.2
159;-38407;-56611.3
160;-38407;-69870.7
161;-38407;-64106.4
162;-38407;-53378
163;-38407;-66403
164;-38407;-61777.9
165;-38407;-49696.1
166;-38407;-69516.8
167;-38407;-72777.6
168;-38407;-80431.8
169;-38407;-64172.4
170;-38407;-49237.2
171;-38407;-70553.2
172;-38407;-59913.6
173;-38407;-67371.7
174;-38407;-60879.2
175;-38407;-50116.2
176;-38407;-111483
177;-38407;-66616.3
178;-38407;-73299
179;-38407;-57992.4
180;-38407;-45253.3
181;-38407;-72813
182;-38407;-83905.6
183;-38407;-76626
184;-38407;-46624.9
185;-38407;-53183.1
186;-38407;-66300
187;-38407;-49292.8
188;-38407;-66436.3
189;-38407;-75066.6
190;-38407;-70795.1
191;-38407;-66269.9
192;-38407;-61349.2
193;-38407;-53861.9
194;-38407;-86318.8
195;-38407;-76589.6
196;-38407;-70004.8
197;-38407;-92004.9
198;-38407;-59543.2
199;-38407;-55293.5
200;-38407;-50311.6
201;-38407;-65954.5
202;-38407;-84409.2
203;-38407;-76920.1
204;-38407;-70726.6
205;-38407;-50612.8
206;-38407;-62207.2
207;-38407;-86840.9
208;-38407;-51150.6
209;-38407;-62857.7
210;-38407;-81380.5
211;-38407;-55006.7
212;-38407;-49394.2
213;-38407;-70700.7
214;-38407;-68274.3
215;-38407;-58137.3
216;-38407;-73842.8
217;-38407;-56722.1
218;-38407;-71215.5
219;-38407;-110157
220;-38407;-108497
221;-38407;-76824
222;-38407;-67486.5
223;-38407;-74457.5
224;-38407;-81190.1
225;-38407;-56333.6
226;-38407;-62824.5
227;-38407;-56261.7
228;-38407;-73652.8
229;-38407;-68207.9
230;-38407;-45299.7
231;-38407;-52405.9
232;-38407;-121612
233;-38407;-55456
234;-38407;-84163.8
235;-38407;-105628
236;-38407;-52464.6
237;-38407;-68905.7
238;-38407;-67404.4
239;-38407;-70471
240;-38407;-67212.4
241;-38407;-82267.1
242;-38407;-57131.1
243;-38407;-73828
244;-38407;-65491
245;-38407;-53190.8
246;-38407;-81966.1
247;-38407;-100666
248;-38407;-67498.7
249;-38407;-48251.8
250;-38407;-65828.5
251;-38407;-83210.9
252;-38407;-39248.4
253;-38407;-70555.1
254;-38407;-76845.2
255;-38407;-103043
256;-38407;-88883.4
257;-38407;-77266.2
258;-38407;-69471.2
259;-38407;-56265.5
260;-38407;-61195.9
261;-38407;-72704.5
262;-38407;-85850.6
263;-38407;-88800
264;-38407;-63918.2
265;-38407;-90552.7
266;-38407;-85986.4
267;-38407;-68221.5
268;-38407;-56367.1
269;-38407;-45175.7
270;-38407;-68895.4
271;-38407;-64910.1
272;-38407;-62509.8
273;-38407;-66318.9
274;-38407;-50880.8
275;-38407;-76488.4
276;-38407;-60422.2
277;-38407;-72710.8
278;-38407;-71015.4
279;-38407;-99075.4
280;-38407;-59343.2
281;-38407;-80620.7
282;-38407;-106796
283;-38407;-96206.4
284;-38407;-61594.6
285;-38407;-89453.3
286;-38407;-55629.9
287;-38407;-39910.4
288;-38407;-74116
289;-38407;-58402.7
290;-38407;-43479.6
291;-36946.4;-36946.4
292;-36946.4;-75155.7
293;-36946.4;-61603.5
294;-36946.4;-61621.8
295;-36946.4;-77603.3
296;-36946.4;-61752.5
297;-36946.4;-96251.6
298;-36946.4;-41525.4
299;-36946.4;-81505.4
300;-36946.4;-83977.6
301;-36946.4;-54683.4
302;-36946.4;-58278.7
303;-36946.4;-86102.9
304;-36946.4;-59824.7
305;-36946.4;-51677.8
306;-36946.4;-61263.3
307;-36946.4;-64957.7
308;-36946.4;-91216.2
309;-36946.4;-71488.4
310;-36946.4;-85944.6
311;-36946.4;-51056.6
312;-36946.4;-52701.4
313;-36946.4;-72151.4
314;-36946.4;-41677
315;-36946.4;-68337.9
316;-36946.4;-65021.3
317;-36946.4;-76177.3
318;-36946.4;-65596.2
319;-36946.4;-52359.6
320;-36946.4;-69870.1
321;-36946.4;-94460.4
322;-36946.4;-50903.1
323;-36946.4;-52270.8
324;-36946.4;-48440.8
325;-36946.4;-107124
326;-36946.4;-51166.2
327;-36946.4;-65529.1
328;-36946.4;-73536.8
329;-36946.4;-54680.8
330;-36946.4;-47196.2
331;-36946.4;-61939.3
332;-36946.4;-91599.8
333;-36946.4;-66227.9
334;-36946.4;-61658.2
335;-36946.4;-62453.1
336;-36946.4;-51936.5
337;-36946.4;-56826.7
338;-36946.4;-52021.5
339;-36946.4;-47796.5
340;-36946.4;-47769
341;-36946.4;-78818
342;-36946.4;-44095.7
343;-36946.4;-46728.4
344;-36946.4;-57528.2
345;-36946.4;-62848.5
346;-36946.4;-90685.5
347;-36946.4;-59246.3
348;-36946.4;-74118.3
349;-36946.4;-44907.6
350;-36946.4;-66380
351;-36946.4;-71552.2
352;-36946.4;-53599.4
353;-36946.4;-58383
354;-36946.4;-88333.2
355;-36946.4;-47083.2
356;-36946.4;-92754
357;-36946.4;-45096
358;-36946.4;-53096
359;-36946.4;-62055.4
360;-36946.4;-52783.2
361;-36946.4;-96566.2
362;-36946.4;-75903.2
363;-36946.4;-65966.8
364;-36946.4;-71273.3
365;-36946.4;-63476.7
366;-36946.4;-85017.3
367;-36946.4;-69626.1
368;-36946.4;-60351.2
369;-36946.4;-52384.9
370;-36946.4;-49151.8
371;-36946.4;-59772.4
372;-36946.4;-113461
373;-36946.4;-67359.9
374;-36946.4;-58171.9
375;-36946.4;-72782.1
376;-36946.4;-80906.2
377;-36946.4;-77929.6
378;-36946.4;-66749.7
379;-36946.4;-64834.1
380;-36946.4;-51618.9
381;-36946.4;-55920.2
382;-36946.4;-67767.3
383;-36946.4;-60210
384;-36946.4;-82043.2
385;-36946.4;-52560.2
386;-36946.4;-64622.8
387;-36946.4;-63576
388;-36946.4;-77979
389;-36946.4;-58477.7
390;-36946.4;-44470.6
391;-36946.4;-83870.2
392;-36946.4;-53718.3
393;-36946.4;-72879.7
394;-36946.4;-48658.2
395;-36946.4;-50203.1
396;-36946.4;-66622.8
397;-36946.4;-61513.8
398;-36946.4;-41695
399;-36946.4;-69227.6
400;-36946.4;-89446.1
401;-36946.4;-70682
402;-36946.4;-77585.4
403;-36946.4;-74636.3
404;-36946.4;-94570.6
405;-36946.4;-83180.2
406;-36946.4;-77328.8
407;-36946.4;-79231.4
408;-36946.4;-79431.5
409;-36946.4;-74212.9
410;-36946.4;-59204.1
411;-36946.4;-65438.7
412;-36946.4;-43043
413;-36946.4;-83943.5
414;-36946.4;-67795.1
415;-36946.4;-54695.9
416;-36946.4;-94454.7
417;-36946.4;-76361.6
418;-36946.4;-74524.5
419;-36946.4;-70247.4
420;-36946.4;-56874.4
421;-36946.4;-96209.7
422;-36946.4;-84207.8
423;-36946.4;-59660.2
424;-36946.4;-95007.9
425;-36946.4;-76482.5
426;-36946.4;-62711.2
427;-36946.4;-55064.8
428;-36946.4;-80119.9
429;-36946.4;-61243.6
430;-36946.4;-89344.1
431;-36946.4;-61092.8
432;-36946.4;-93619.7
433;-36946.4;-49116
434;-36946.4;-67314.9
435;-36946.4;-83736
436;-36946.4;-69402.2
437;-36946.4;-56712.2
438;-36946.4;-64997.3
439;-36946.4;-90676.6
440;-36946.4;-64615.1
441;-36946.4;-55213.2
442;-36946.4;-51628.6
443;-36946.4;-72469
444;-36946.4;-70845.1
445;-36946.4;-77298.8
446;-36946.4;-72434.8
447;-36946.4;-72374.6
448;-36946.4;-66945.3
449;-36946.4;-98200.2
450;-36946.4;-73473.3
451;-36946.4;-70034.2
452;-36946.4;-52992.7
453;-36946.4;-89562.9
454;-36946.4;-64983.6
455;-36946.4;-85526.8
456;-36946.4;-47659.4
457;-36946.4;-56200.3
458;-36946.4;-62241.9
459;-36946.4;-64022.5
460;-36946.4;-83801
461;-36946.4;-68928.3
462;-36946.4;-62194.7
463;-36946.4;-79910.8
464;-36946.4;-59146.3
465;-36946.4;-53325.3
466;-36946.4;-81361
467;-36946.4;-81702.6
468;-36946.4;-68431
469;-36946.4;-70117.9
470;-36946.4;-77425.6
471;-36946.4;-41417.5
472;-36946.4;-49795.9
473;-36946.4;-57151.3
474;-36946.4;-48926.8
475;-36946.4;-56169.9
476;-36946.4;-47815.2
477;-36946.4;-50360.3
478;-36946.4;-90552.9
479;-36946.4;-103798
480;-36946.4;-71732.9
481;-36946.4;-84090.1
482;-36946.4;-97901.9
483;-36946.4;-75056.8
484;-36946.4;-84384.1
485;-36946.4;-85646.2
486;-36946.4;-71671.3
487;-36946.4;-52798.4
488;-36946.4;-57897.9
489;-36946.4;-51994.3
490;-36946.4;-65201.5
491;-36946.4;-75420.9
492;-36946.4;-45406.7
493;-36946.4;-55441.6
494;-36946.4;-71450.3
495;-36946.4;-81200.8
496;-36946.4;-68194.1
497;-36946.4;-57821.2
498;-36946.4;-61368.2
