Iterations;Overall best;Worst;Average;Best;FFE
0;-24089;-116936;-61741;-24089;1000
1;-22403;-77541;-38894;-22403;1992
2;-20308;-68737;-29727;-20308;2978
3;-17175;-66388;-26604;-17175;3968
4;-15447;-56449;-23782;-15447;4950
5;-13163;-47180;-21712;-13163;5941
6;-12164;-42030;-20128;-12164;6929
7;-10077;-40015;-18753;-10077;7914
8;-10077;-40507;-17488;-10077;8896
9;-9429;-38344;-16596;-9429;9884
10;-8539;-43585;-15632;-8539;10869
11;-7623;-44200;-15010;-7623;11856
12;-7335;-36725;-14141;-7335;12842
13;-7332;-38985;-13680;-7332;13829
14;-6404;-35919;-12998;-6404;14813
15;-5845;-40184;-12650;-5845;15793
16;-5158;-31053;-11975;-5158;16773
17;-5049;-38980;-11798;-5049;17758
18;-5049;-33695;-11336;-5049;18742
19;-4915;-31221;-11069;-4915;19727
20;-4823;-44269;-10774;-4823;20707
21;-4172;-32732;-10703;-4172;21696
22;-3360;-34850;-10313;-3360;22679
23;-3291;-43594;-10000;-3291;23665
24;-2731;-30696;-9555;-2731;24649
25;-2265;-33300;-9396;-2265;25639
26;-2265;-30828;-9006;-2265;26624
27;-2109;-34450;-8710;-2109;27613
28;-2087;-30247;-8122;-2087;28597
29;-1890;-30960;-7837;-1890;29586
30;-1689;-24026;-7529;-1689;30574
31;-1521;-34514;-7709;-1521;31565
32;-1432;-27362;-7646;-1432;32544
33;-1172;-31740;-7241;-1172;33533
34;-1003;-26555;-7151;-1003;34519
35;-881;-32521;-7106;-881;35502
36;-571;-30107;-6966;-571;36496
37;-508;-33983;-6588;-508;37483
38;-359;-29403;-6460;-359;38468
39;-198;-29313;-6095;-198;39453
40;-173;-31975;-6249;-173;40443
41;-173;-26278;-6231;-173;41429
42;-127;-30171;-6280;-127;42417
43;64;-27742;-6057;64;43407
44;64;-47688;-5991;7;44391
45;166;-25862;-5837;166;45377
46;198;-28710;-5927;198;46363
47;198;-36282;-5954;166;47347
48;249;-28627;-6016;249;48334
49;286;-35828;-5715;286;49324
50;355;-31501;-6008;355;50305
51;404;-36225;-6026;404;51294
52;523;-38305;-5556;523;52283
53;580;-35312;-5740;580;53272
54;580;-33784;-5545;580;54265
55;604;-31232;-5653;604;55250
56;647;-33519;-5432;647;56241
57;675;-27797;-5651;675;57227
58;731;-27720;-5406;731;58213
59;739;-31296;-5304;739;59193
60;795;-33644;-5573;795;60180
61;1065;-33989;-5205;1065;61172
62;1065;-34213;-5347;1065;62165
63;1065;-27451;-5042;1065;63145
64;1116;-28591;-5142;1116;64131
65;1116;-27764;-4737;1116;65114
66;1116;-28649;-4539;1116;66099
67;1326;-28994;-4736;1326;67090
68;1326;-25876;-4726;1295;68078
