Iterations;Overall best;Worst;Average;Best;FFE
0;-26870;-134654;-63089;-26870;1000
1;-21186;-81507;-38018;-21186;1990
2;-18616;-67184;-29696;-18616;2976
3;-16345;-61702;-24974;-16345;3963
4;-12841;-47391;-22427;-12841;4951
5;-11978;-47976;-20111;-11978;5940
6;-11289;-60100;-18538;-11289;6931
7;-10398;-46019;-17102;-10398;7918
8;-9189;-41906;-16325;-9189;8904
9;-9180;-38914;-15329;-9180;9888
10;-8363;-44287;-14876;-8363;10877
11;-7692;-36256;-14728;-7692;11864
12;-7510;-54055;-14185;-7510;12847
13;-6963;-34826;-13906;-6963;13836
14;-6042;-38835;-13447;-6042;14824
15;-5677;-36358;-12780;-5677;15810
16;-5677;-37144;-12278;-5677;16795
17;-4785;-34124;-11486;-4785;17781
18;-4785;-32635;-11411;-4785;18769
19;-4162;-36485;-10941;-4162;19753
20;-3948;-32649;-10465;-3948;20735
21;-3948;-35988;-10378;-3948;21724
22;-3132;-37441;-9993;-3132;22713
23;-3132;-34605;-9863;-3132;23693
24;-3132;-30525;-9753;-3132;24680
25;-3132;-36440;-9659;-3132;25663
26;-2977;-38374;-9357;-2977;26650
27;-2932;-29431;-8877;-2932;27639
28;-2576;-25942;-8632;-2576;28632
29;-2576;-28721;-8344;-2576;29618
30;-2576;-34096;-8354;-2576;30594
31;-2576;-32871;-8393;-2576;31583
32;-2575;-35898;-8569;-2575;32569
33;-2470;-30748;-8043;-2470;33556
34;-2470;-35180;-8344;-2470;34544
35;-1992;-25331;-8257;-1992;35531
36;-1992;-40573;-8074;-1992;36517
37;-1983;-36064;-7964;-1983;37500
38;-1921;-33121;-7927;-1921;38481
39;-1898;-36288;-7915;-1898;39470
40;-1791;-38294;-7562;-1791;40459
41;-1791;-40980;-7861;-1861;41444
42;-1780;-23989;-7552;-1780;42426
43;-1686;-30231;-7441;-1686;43419
44;-1686;-30393;-7762;-1686;44405
45;-1686;-29803;-7422;-1686;45395
46;-1678;-36983;-7188;-1678;46382
47;-1481;-33662;-7336;-1481;47362
48;-1481;-45519;-7474;-1481;48351
49;-1331;-43053;-7262;-1331;49334
50;-1331;-41529;-7301;-1331;50318
51;-1331;-41762;-7077;-1331;51298
52;-1274;-33277;-6947;-1274;52284
53;-1258;-29419;-6768;-1258;53266
54;-1240;-38486;-6989;-1240;54255
55;-1198;-35857;-6814;-1198;55245
56;-1198;-30236;-7057;-1198;56236
57;-1121;-29920;-6837;-1121;57225
58;-1119;-28675;-7203;-1119;58221
59;-1093;-31098;-6506;-1093;59205
60;-1047;-26678;-6622;-1047;60191
61;-1047;-28015;-6699;-1047;61177
62;-1025;-27019;-6591;-1025;62161
63;-982;-32814;-6923;-982;63150
64;-758;-33876;-6567;-758;64138
65;-758;-28674;-6820;-758;65127
66;-757;-34118;-6364;-757;66116
67;-754;-32143;-6509;-754;67098
68;-655;-27031;-6237;-655;68084
69;-652;-34215;-6179;-652;69069
70;-652;-33976;-6363;-652;70054
71;-652;-25390;-6266;-652;71046
72;-335;-27403;-6083;-335;72033
73;-335;-34673;-6310;-335;73016
74;-332;-29999;-6261;-332;74001
75;-254;-29429;-6024;-254;74976
76;-251;-31924;-6226;-251;75964
77;-237;-28593;-5821;-237;76948
78;-237;-36052;-6166;-251;77936
79;-237;-38479;-5823;-251;78921
80;-187;-24055;-5504;-187;79903
81;-187;-33493;-5394;-187;80887
