Iterations;Overall best;Worst;Average;Best;FFE
0;-35374;-132369;-68399;-35374;1000
1;-27093;-88611;-45355;-27093;1981
2;-25639;-65617;-36472;-25639;2968
3;-23845;-54897;-32107;-23845;3951
4;-21841;-58367;-29783;-21841;4930
5;-18984;-51789;-27888;-18984;5919
6;-17606;-58530;-25831;-17606;6907
7;-17042;-55808;-24364;-17042;7890
8;-14634;-45004;-23111;-14634;8877
9;-14405;-46293;-21933;-14405;9866
10;-13505;-55575;-20241;-13505;10849
11;-12230;-39187;-19682;-12230;11833
12;-11440;-45672;-19201;-11440;12817
13;-11137;-48721;-18129;-11137;13798
14;-10819;-41129;-17362;-10819;14775
15;-9597;-40005;-16996;-9597;15762
16;-9597;-45413;-16346;-10135;16745
17;-9597;-45522;-16210;-9674;17729
18;-9597;-40445;-15951;-9645;18708
19;-9047;-36693;-15437;-9047;19696
20;-8664;-44495;-15316;-8664;20687
21;-8623;-37145;-15020;-8623;21675
22;-8574;-38810;-14694;-8574;22665
23;-8327;-50830;-14345;-8327;23658
24;-8009;-37350;-14350;-8009;24645
25;-7765;-37353;-13822;-7765;25630
26;-7765;-52620;-13977;-7765;26617
27;-7291;-39912;-13717;-7291;27604
28;-7095;-42787;-13504;-7095;28597
29;-6787;-35960;-13213;-6787;29570
30;-6565;-39306;-12873;-6565;30549
31;-6565;-34738;-12541;-6565;31535
32;-6219;-36235;-12497;-6219;32513
33;-6142;-31589;-12431;-6142;33498
34;-6142;-36451;-12537;-6142;34481
35;-6006;-46251;-12437;-6006;35466
36;-5691;-35205;-12356;-5691;36456
37;-5691;-34241;-12405;-5691;37441
38;-5691;-39436;-11857;-5725;38429
39;-5591;-33000;-11710;-5591;39416
40;-5591;-37771;-11456;-5591;40403
41;-5563;-41006;-11578;-5563;41389
42;-5467;-31015;-11402;-5467;42380
43;-5363;-39085;-11015;-5363;43360
44;-5061;-44329;-11215;-5061;44345
45;-4925;-40341;-11147;-4925;45331
46;-4842;-35242;-11134;-4842;46310
47;-4842;-30563;-10649;-4842;47294
48;-4842;-34452;-10614;-4842;48281
49;-4821;-34130;-10482;-4821;49264
50;-4749;-35308;-10615;-4749;50249
51;-4688;-39444;-10512;-4688;51229
52;-4688;-40010;-10524;-4740;52219
53;-4688;-42114;-10622;-4740;53203
54;-4630;-39309;-10475;-4630;54194
55;-4630;-32338;-10302;-4630;55175
56;-4630;-33979;-10713;-4630;56163
57;-4625;-33179;-10620;-4625;57150
58;-4500;-33306;-10867;-4500;58137
59;-4500;-36413;-10270;-4500;59126
60;-4425;-36608;-10623;-4425;60118
61;-4425;-35174;-10652;-4425;61103
62;-4364;-40289;-10199;-4364;62090
63;-4364;-32525;-10243;-4364;63077
64;-4333;-40660;-10158;-4333;64066
65;-4333;-40360;-10446;-4333;65046
66;-4198;-33743;-10314;-4198;66027
67;-4167;-31605;-10174;-4167;67014
68;-4132;-38453;-10133;-4132;68010
69;-4132;-37401;-10166;-4132;69000
70;-4132;-34359;-9853;-4132;69983
71;-4132;-34897;-9702;-4132;70970
72;-4111;-39320;-10043;-4111;71952
73;-4026;-38427;-9761;-4026;72937
