Iterations;Overall best;Worst;Average;Best;FFE
0;-34752;-130074;-68008;-34752;1000
1;-28367;-87248;-45475;-28367;1983
2;-24443;-73422;-36510;-24443;2971
3;-22281;-59883;-32399;-22281;3957
4;-19929;-69461;-29325;-19929;4950
5;-18979;-52028;-26918;-18979;5934
6;-16454;-54689;-25099;-16454;6917
7;-16454;-44023;-23518;-16454;7903
8;-15283;-45154;-22389;-15283;8881
9;-14895;-45070;-20845;-14895;9867
10;-13413;-42893;-20551;-13413;10856
11;-13105;-43877;-19618;-13105;11835
12;-12674;-45945;-19224;-12674;12820
13;-12052;-46930;-18682;-12052;13810
14;-11892;-45856;-18491;-11892;14798
15;-11293;-38229;-18103;-11293;15784
16;-11220;-42279;-17643;-11220;16763
17;-11210;-40723;-17171;-11210;17755
18;-10500;-42479;-16684;-10500;18746
19;-10500;-36083;-16849;-10899;19731
20;-10500;-38516;-16720;-10888;20710
21;-10500;-40368;-16728;-10729;21693
22;-10224;-41116;-16773;-10224;22680
23;-10199;-41141;-16189;-10199;23665
24;-10056;-39851;-16257;-10056;24653
25;-9763;-45474;-16098;-9763;25644
26;-9763;-43494;-16244;-9763;26631
27;-9388;-49811;-16062;-9388;27622
28;-9131;-40733;-15858;-9131;28610
29;-9131;-43582;-15647;-9131;29605
30;-9131;-43763;-15545;-9131;30584
31;-9085;-39315;-15385;-9085;31565
32;-9085;-48895;-15128;-9085;32553
33;-8995;-37993;-14408;-8995;33535
34;-8908;-41398;-14445;-8908;34524
35;-8867;-41336;-14546;-8867;35512
36;-8405;-39180;-14352;-8405;36498
37;-8405;-40552;-14385;-8405;37487
38;-8397;-40650;-14351;-8397;38467
39;-8397;-33907;-14078;-8397;39452
40;-8247;-37071;-14123;-8247;40437
41;-8163;-45480;-13999;-8163;41420
42;-8163;-33184;-13580;-8163;42404
43;-8158;-41855;-13902;-8158;43384
44;-8092;-38744;-13771;-8092;44367
45;-8036;-41644;-13810;-8036;45355
46;-8036;-36976;-13597;-8036;46339
47;-8002;-41834;-13322;-8002;47317
48;-7850;-32501;-13539;-7850;48305
49;-7834;-37640;-13746;-7834;49292
50;-7834;-40924;-13625;-7844;50275
51;-7796;-39741;-13921;-7796;51262
52;-7721;-37312;-13634;-7721;52252
53;-7721;-36644;-13450;-7721;53236
54;-7641;-40167;-13451;-7641;54216
55;-7610;-40334;-13265;-7610;55201
56;-7600;-36394;-13228;-7600;56181
57;-7394;-38015;-13455;-7394;57167
58;-7394;-36765;-13348;-7520;58158
59;-7394;-39911;-13297;-7479;59144
60;-7394;-35183;-13131;-7476;60128
61;-7394;-44839;-12881;-7457;61114
62;-7364;-43780;-13015;-7364;62099
63;-7364;-42154;-13094;-7364;63085
64;-7284;-37278;-13039;-7284;64074
65;-7284;-38762;-13107;-7284;65059
66;-7256;-38436;-13056;-7256;66043
67;-7199;-40717;-12812;-7199;67032
68;-7199;-46690;-12590;-7199;68020
69;-7151;-36982;-12997;-7151;69008
70;-7151;-38424;-12872;-7151;69996
71;-7146;-44336;-12999;-7146;70977
72;-7078;-39671;-12892;-7078;71959
73;-7026;-37264;-12974;-7026;72951
74;-7015;-39670;-12619;-7015;73942
75;-6982;-36560;-12655;-6982;74922
76;-6972;-46757;-12750;-6972;75909
77;-6947;-39714;-12877;-6947;76892
78;-6914;-50476;-12851;-6914;77880
79;-6914;-33620;-12498;-6914;78863
80;-6914;-37807;-12840;-6914;79849
81;-6914;-40001;-12576;-6914;80835
82;-6900;-41820;-12705;-6900;81821
83;-6771;-39298;-12697;-6771;82808
84;-6732;-40762;-12614;-6732;83796
85;-6732;-33239;-12744;-6774;84779
86;-6732;-41138;-12558;-6774;85764
87;-6732;-38757;-12635;-6742;86750
88;-6732;-44358;-12824;-6732;87737
89;-6700;-42796;-13040;-6700;88721
90;-6639;-43976;-13006;-6639;89708
91;-6639;-47552;-12902;-6639;90691
92;-6639;-41264;-12596;-6639;91686
93;-6639;-36732;-12496;-6639;92664
94;-6639;-38580;-12739;-6639;93647
95;-6639;-39018;-12796;-6639;94631
96;-6639;-35404;-12871;-6639;95616
97;-6639;-35269;-12505;-6639;96603
98;-6352;-44678;-12784;-6352;97591
99;-6352;-35703;-12176;-6352;98575
100;-6348;-39202;-12579;-6348;99560
101;-6340;-41243;-12312;-6340;100540
102;-6340;-32387;-12286;-6340;101528
103;-6329;-30102;-12063;-6329;102509
104;-6329;-37856;-11926;-6329;103498
105;-6325;-39763;-12502;-6325;104486
106;-6325;-40945;-12384;-6325;105470
107;-6325;-38423;-12332;-6325;106457
108;-6186;-48982;-12413;-6186;107438
109;-6186;-39829;-12153;-6186;108425
110;-6186;-32187;-12079;-6186;109417
111;-6186;-41458;-12304;-6186;110404
112;-6186;-36156;-12408;-6186;111393
113;-6163;-38596;-12252;-6163;112383
114;-6163;-40296;-11971;-6163;113374
115;-6163;-45566;-12204;-6163;114367
116;-6163;-44740;-12162;-6163;115346
117;-6163;-37378;-12375;-6163;116326
118;-6163;-42377;-12344;-6163;117308
119;-6163;-38762;-12342;-6163;118297
120;-6163;-51114;-12517;-6163;119286
121;-6120;-43390;-12302;-6120;120274
122;-6120;-38602;-12400;-6120;121266
123;-6120;-39858;-12008;-6120;122252
124;-6120;-43887;-12150;-6120;123239
125;-6120;-47510;-12190;-6120;124221
126;-6010;-37077;-12217;-6010;125202
127;-6010;-50753;-12134;-6010;126184
128;-6010;-36669;-12052;-6010;127175
129;-6010;-35106;-12051;-6010;128165
130;-6010;-38923;-12207;-6010;129156
131;-6010;-43253;-12334;-6010;130139
132;-6010;-36123;-12228;-6010;131130
133;-6005;-40453;-11937;-6005;132119
134;-6005;-37286;-12068;-6005;133102
135;-6005;-41145;-11817;-6005;134089
136;-6005;-42169;-12094;-6005;135073
137;-6005;-34800;-12199;-6005;136059
138;-6005;-47231;-12052;-6005;137039
139;-6005;-33824;-12069;-6005;138024
140;-6005;-36092;-11930;-6005;139015
141;-6005;-39012;-11950;-6005;139996
142;-6005;-34715;-11851;-6005;140987
143;-6005;-40158;-11976;-6005;141969
144;-6005;-52086;-11937;-6005;142954
145;-6005;-33435;-11717;-6005;143938
146;-6005;-41960;-12061;-6005;144926
147;-6005;-38494;-12039;-6005;145912
148;-6005;-41224;-12109;-6005;146898
149;-6005;-43344;-12023;-6005;147889
150;-6005;-40785;-11766;-6005;148878
151;-6005;-41883;-12165;-6005;149863
152;-6005;-36966;-11763;-6005;150850
153;-6005;-37930;-11996;-6005;151847
154;-6005;-46961;-12047;-6005;152830
155;-6005;-38866;-11556;-6005;153815
156;-6005;-34703;-12003;-6005;154798
157;-6005;-43668;-11645;-6005;155782
158;-6005;-47216;-12030;-6005;156763
159;-6005;-51421;-11941;-6005;157749
160;-6005;-36812;-11924;-6005;158737
161;-6005;-38091;-11903;-6005;159725
162;-6005;-33748;-11930;-6005;160715
163;-6005;-41275;-12007;-6005;161700
164;-6005;-36392;-12083;-6005;162686
165;-6005;-43915;-11781;-6005;163672
166;-6005;-37774;-11974;-6005;164663
167;-6005;-37068;-11813;-6005;165651
168;-6005;-38007;-11736;-6005;166636
169;-6005;-35992;-12133;-6005;167626
170;-6005;-39640;-12003;-6005;168609
171;-6005;-33667;-11672;-6005;169586
