Iterations;Overall best;Worst;Average;Best;FFE
0;12278;-25832;-3520;12278;100
1;16691;-9931;5211;16691;191
2;21207;-5058;10853;21207;282
3;25111;2491;14754;25111;373
4;26325;5790;19064;26325;461
5;28947;12798;23043;28947;547
6;30295;13749;25672;30295;637
7;31538;20063;27793;31538;729
8;32630;12581;28381;32630;817
9;35040;21835;30117;35040;905
10;36052;22542;31458;36052;996
11;38622;22794;33157;38622;1088
12;40565;23576;35280;40565;1174
13;40565;25843;36927;40565;1264
14;42701;27294;38062;42701;1347
15;43400;29928;39481;43400;1438
16;43716;23428;39772;43716;1525
17;44460;25867;40834;44460;1617
18;44460;28875;42022;44460;1705
19;44476;30907;42709;44476;1792
20;44817;25943;42262;44817;1884
21;45227;32727;43123;45227;1965
22;45779;34244;43563;45779;2054
23;46298;33666;44094;46298;2141
24;46345;31548;44116;46345;2225
25;46839;34239;44572;46839;2315
26;46839;29510;43976;46839;2404
27;47505;28067;44608;47505;2496
28;47814;30932;45397;47814;2583
29;47827;27168;45297;47827;2661
30;48176;34418;45910;48176;2752
31;48352;33608;46494;48352;2844
32;48501;34400;46826;48501;2928
33;48595;19047;45645;48595;3017
34;48595;39442;47082;48595;3092
35;48759;28215;46413;48759;3177
36;48826;26856;46738;48826;3261
37;49217;36759;47043;49217;3348
38;49217;21355;46569;49217;3440
39;49217;33682;47477;49217;3522
40;49523;32797;46756;49523;3606
41;49523;35624;47301;49523;3696
42;49614;31067;47813;49614;3780
43;49920;33868;47737;49920;3871
44;50074;40177;48497;50074;3959
45;50166;36641;47955;50166;4049
46;50198;36123;47788;50198;4132
47;50484;38021;48629;50484;4215
48;50573;28625;47964;50573;4305
49;51000;38837;48384;51000;4392
50;51000;28916;48334;51000;4480
51;51000;35590;48541;51000;4569
52;51000;42250;49474;51000;4659
53;51099;38102;49331;51099;4750
54;51413;37747;49297;51413;4843
55;51473;33712;49496;51473;4928
56;51954;33648;48946;51954;5017
57;52274;33909;49438;52274;5108
58;52274;36400;50299;52274;5198
59;52274;22844;49888;52274;5290
60;52541;38306;50843;52541;5379
61;52541;38564;50511;52541;5472
62;52541;29098;50751;52541;5557
63;52827;38029;50712;52827;5643
64;52827;35431;50308;52827;5736
65;52838;38408;50411;52838;5826
66;52838;37746;51317;52838;5914
67;52838;39516;51541;52838;6001
68;52838;40664;51160;52838;6084
69;52933;41829;51541;52933;6170
70;53231;36382;51298;53231;6258
71;53231;38864;51144;53094;6350
72;53231;38737;51487;53094;6439
73;53231;36841;51213;53094;6532
74;53231;38211;51544;53094;6627
75;53231;37090;51341;53150;6710
76;53231;40317;51286;53150;6798
77;53231;39484;51584;53165;6889
78;53231;37535;51755;53165;6975
79;53231;36436;51404;53169;7065
80;53231;35196;51294;53169;7151
81;53231;45369;51878;53169;7236
82;53231;41222;51707;53169;7320
83;53231;38363;51258;53169;7409
84;53231;35431;51559;53169;7497
85;53231;42076;51785;53169;7579
86;53231;33065;51176;53194;7666
87;53231;37727;51865;53202;7754
88;53287;39888;51251;53287;7847
89;53755;38254;51648;53755;7935
90;53755;34639;51365;53755;8023
91;53755;36513;51276;53755;8112
92;53755;35133;51951;53755;8198
93;53755;37095;52219;53755;8282
94;53755;39222;52488;53755;8374
95;53755;30413;52081;53755;8466
96;53812;40940;52639;53812;8545
97;53863;39196;51892;53863;8639
98;53863;40946;52482;53863;8729
99;53870;41345;52652;53870;8820
