Iterations;Overall best;Worst;Average;Best;FFE
0;-4.20709e+06;-5.40146e+06;-4.6845e+06;-4.20709e+06;100
1;-3.97862e+06;-4.93701e+06;-4.32317e+06;-3.97862e+06;182
2;-3.82092e+06;-4.79341e+06;-4.10606e+06;-3.82092e+06;271
3;-3.7622e+06;-4.41958e+06;-3.99046e+06;-3.7622e+06;365
4;-3.67948e+06;-4.55687e+06;-3.83764e+06;-3.67948e+06;454
5;-3.57206e+06;-4.39394e+06;-3.76242e+06;-3.57206e+06;543
6;-3.49766e+06;-4.39834e+06;-3.68537e+06;-3.49766e+06;627
7;-3.48042e+06;-4.58541e+06;-3.68207e+06;-3.48042e+06;715
8;-3.48042e+06;-4.33105e+06;-3.68639e+06;-3.48042e+06;808
9;-3.25284e+06;-4.25854e+06;-3.67738e+06;-3.25284e+06;888
10;-3.25284e+06;-4.37743e+06;-3.58631e+06;-3.25284e+06;982
11;-3.25284e+06;-4.3264e+06;-3.61686e+06;-3.25284e+06;1072
12;-3.25284e+06;-4.7648e+06;-3.66292e+06;-3.25284e+06;1165
13;-3.25284e+06;-4.5814e+06;-3.61825e+06;-3.25284e+06;1257
14;-3.25284e+06;-5.08726e+06;-3.60456e+06;-3.25284e+06;1339
15;-3.25284e+06;-4.78788e+06;-3.61983e+06;-3.25284e+06;1428
16;-3.25284e+06;-4.6039e+06;-3.58178e+06;-3.25284e+06;1514
17;-3.25284e+06;-4.25569e+06;-3.55165e+06;-3.25284e+06;1599
18;-3.13873e+06;-4.61774e+06;-3.60227e+06;-3.13873e+06;1687
19;-3.13873e+06;-4.478e+06;-3.47888e+06;-3.13873e+06;1775
20;-3.13873e+06;-4.2722e+06;-3.39484e+06;-3.13873e+06;1863
21;-3.13873e+06;-4.11626e+06;-3.45504e+06;-3.13873e+06;1952
22;-3.13873e+06;-4.38842e+06;-3.53774e+06;-3.13873e+06;2044
23;-3.13873e+06;-4.28082e+06;-3.54036e+06;-3.13873e+06;2129
24;-3.13873e+06;-4.71717e+06;-3.57272e+06;-3.13873e+06;2217
25;-3.13873e+06;-4.23487e+06;-3.58669e+06;-3.13873e+06;2307
26;-3.13873e+06;-4.74055e+06;-3.6256e+06;-3.13873e+06;2395
27;-3.13873e+06;-4.84367e+06;-3.64898e+06;-3.13873e+06;2489
28;-3.13873e+06;-4.48754e+06;-3.57679e+06;-3.13873e+06;2575
29;-3.13873e+06;-4.45281e+06;-3.58826e+06;-3.13873e+06;2664
30;-3.13873e+06;-4.61822e+06;-3.61434e+06;-3.13873e+06;2755
31;-3.13873e+06;-4.57186e+06;-3.6368e+06;-3.13873e+06;2848
32;-3.13873e+06;-4.3374e+06;-3.61239e+06;-3.13873e+06;2942
33;-3.13873e+06;-4.52649e+06;-3.60294e+06;-3.13873e+06;3028
34;-3.13873e+06;-4.64906e+06;-3.65096e+06;-3.13873e+06;3122
35;-3.13873e+06;-4.64304e+06;-3.6636e+06;-3.13873e+06;3210
36;-3.13873e+06;-4.26822e+06;-3.61279e+06;-3.13873e+06;3295
