Iterations;Overall best;Worst;Average;Best;FFE
0;4184;-76884;-24864;4184;1000
1;9036;-53206;-9199;9036;1968
2;12763;-41843;-1584;12763;2923
3;15400;-45844;3898;15400;3885
4;19363;-41923;6889;19363;4848
5;22535;-52610;10063;22535;5814
6;24170;-41975;13970;24170;6770
7;25222;-51464;17401;25222;7734
8;26884;-36336;20129;26884;8698
9;27641;-67221;20624;27641;9665
10;28891;-55712;22510;28891;10611
11;30630;-88634;23749;30630;11567
12;32237;-63986;25294;32237;12523
13;33758;-51994;26805;33758;13486
14;33758;-50299;28547;33758;14431
15;34204;-27611;29152;34204;15392
16;34895;-56117;29537;34895;16360
17;35834;-62101;30458;35834;17307
18;35924;-53949;30752;35924;18259
19;36597;-51727;32027;36597;19218
20;36953;-33050;33220;36953;20170
21;37812;-14581;34001;37812;21115
22;38893;-34106;34339;38893;22061
23;38903;-25736;34963;38903;23017
24;39369;-22303;35591;39369;23970
25;39478;-17947;36286;39478;24921
26;39923;-14610;36714;39923;25872
27;40074;-17129;36468;40074;26843
28;40697;-31485;36985;40697;27795
29;41234;-27170;37656;41234;28765
30;41278;-37999;38104;41278;29722
31;41306;-22599;38609;41306;30676
32;41681;-22617;39028;41681;31639
33;42171;-22617;39465;42171;32598
34;42343;-13764;39304;42343;33549
35;42438;-12520;39701;42438;34517
36;42818;-19231;39920;42818;35481
37;42853;-5586;40526;42853;36439
38;43020;-14732;40198;43020;37408
39;43225;-8491;40366;43225;38370
40;43354;-15510;40745;43354;39332
41;43441;-13069;40859;43441;40286
42;43602;-13446;41075;43602;41260
43;43726;-16153;41078;43726;42231
44;43830;-24562;40726;43830;43175
45;43920;-19699;41296;43920;44133
46;44073;-10852;41875;44073;45094
47;44094;-11755;41877;44094;46063
48;44247;-3475;41859;44247;47016
49;44542;-16650;41306;44542;47985
50;44546;-5036;41940;44546;48951
51;44626;-4460;42369;44626;49916
52;44643;-1858;42620;44643;50870
53;44858;-1047;42649;44858;51835
54;44858;-1489;42284;44858;52793
55;44955;-10427;42249;44955;53754
56;45000;-8248;41733;45000;54700
57;45119;-4641;42359;45119;55660
58;45119;-5708;42346;45119;56620
59;45119;-15868;42666;45119;57584
60;45119;-919;42947;45119;58562
61;45191;-919;43067;45191;59517
62;45230;-153;43317;45230;60463
63;45252;250;43094;45252;61414
64;45432;-2610;43218;45432;62379
65;45432;-8135;43234;45432;63335
66;45454;-4825;43235;45454;64291
67;45454;-4593;43114;45454;65256
68;45513;-3868;43226;45513;66231
69;45544;-19796;43201;45544;67194
70;45544;-13318;42907;45544;68154
71;45575;-16556;43077;45575;69106
72;45623;-501;43597;45623;70072
73;45654;-9913;43252;45654;71033
74;45654;-7882;43191;45654;71995
75;45654;-7851;43560;45654;72957
76;45812;3759;43728;45812;73915
77;45812;-7851;43666;45812;74874
78;45812;941;43843;45812;75833
79;45812;-3196;43891;45812;76787
80;45812;941;44030;45812;77747
81;45812;-3288;43818;45812;78704
82;45812;-3196;43640;45812;79680
83;45812;-7420;43847;45812;80643
84;45812;-7420;43788;45812;81604
85;45812;-504;43855;45812;82571
86;45812;-869;43905;45812;83517
87;45812;1497;43992;45812;84480
88;45812;-7420;43946;45812;85431
89;45812;-7420;43733;45812;86396
90;45812;-7420;43929;45812;87353
91;45812;-9383;43916;45812;88312
92;45812;-3196;43503;45812;89278
93;45812;1497;43976;45812;90246
94;45812;-7420;43361;45812;91201
95;45812;-7420;43736;45812;92169
96;45812;941;43907;45812;93141
97;45884;-830;43855;45884;94107
98;45884;-4066;43758;45884;95077
99;45884;830;43685;45884;96041
100;45884;-6869;43572;45884;96996
101;45980;-2681;43841;45980;97945
102;45980;-6869;43921;45980;98896
103;45980;-7392;43878;45980;99854
104;45980;-6700;44200;45980;100818
105;45980;1381;43986;45980;101784
106;45980;-6700;44153;45980;102753
107;46108;-6700;44285;46108;103712
108;46108;80;44016;46108;104675
109;46108;-3160;44291;46108;105638
110;46125;-7355;44101;46125;106606
111;46125;-5221;44148;46125;107568
112;46140;-3349;44097;46140;108535
113;46140;-7561;44021;46140;109498
114;46144;-8839;43920;46144;110470
115;46144;829;44374;46144;111439
116;46144;-1617;44078;46144;112411
117;46190;-8795;43981;46190;113375
118;46190;699;44307;46190;114338
119;46190;-1898;44004;46190;115294
120;46217;-9633;43657;46217;116254
121;46217;-4557;44115;46217;117223
122;46270;-8769;44020;46270;118178
123;46297;-1729;43987;46297;119149
124;46297;-8500;43827;46297;120117
125;46297;-1123;43830;46297;121081
126;46307;-8500;43898;46307;122048
127;46307;-8500;44250;46307;123018
128;46310;-4278;44432;46310;123969
129;46373;-1693;43989;46373;124936
130;46373;-8555;43430;46373;125899
131;46427;-11646;43700;46427;126862
132;46427;-4406;44081;46427;127822
133;46427;-8470;44052;46427;128772
134;46427;-4267;44482;46427;129739
135;46427;-4267;44364;46427;130694
136;46427;-1312;44305;46427;131650
137;46427;768;44398;46427;132616
138;46427;-922;44335;46427;133567
139;46427;-5942;44394;46427;134523
140;46427;-8581;44221;46427;135493
141;46427;-4267;44450;46427;136448
142;46427;-158;44373;46427;137417
143;46427;-8489;44479;46427;138374
144;46427;-2351;44492;46427;139323
145;46565;622;44287;46565;140273
146;46565;-158;44266;46565;141227
147;46565;863;44048;46565;142185
148;46565;-3421;44450;46565;143152
149;46565;-886;44361;46565;144117
150;46565;679;44750;46565;145074
151;46565;1319;44313;46565;146042
152;46565;-3520;44295;46565;146997
153;46567;-886;44164;46567;147958
154;46567;1319;44550;46567;148920
155;46574;2941;44707;46574;149876
156;46628;-1718;44368;46628;150844
157;46628;-4321;44365;46628;151795
158;46655;1358;44509;46655;152742
159;46655;9094;44726;46655;153697
160;46655;361;44412;46655;154653
161;46655;-6250;44740;46655;155613
162;46655;-2024;44586;46655;156573
163;46655;-6250;44513;46655;157538
164;46655;361;44528;46655;158504
165;46655;-6250;44492;46655;159473
166;46655;2705;44608;46655;160435
167;46655;-6611;44656;46655;161388
168;46655;-2024;44734;46655;162346
169;46709;-2024;44373;46709;163311
170;46709;-6250;44661;46709;164261
171;46709;-6250;44575;46709;165219
172;46709;421;44873;46709;166171
173;46709;561;44672;46709;167135
174;46709;421;44768;46709;168100
175;46709;747;44762;46709;169057
176;46709;-1961;44665;46709;170012
177;46709;421;44555;46709;170972
178;46709;421;44585;46709;171927
179;46709;2178;44691;46709;172880
180;46709;-6187;44598;46709;173848
181;46709;421;44625;46709;174807
182;46709;-1961;44585;46709;175777
183;46709;-6549;44896;46709;176740
184;46709;-6187;44579;46709;177698
185;46709;-1705;44781;46709;178670
186;46709;-3556;44724;46709;179634
187;46709;-6187;44551;46709;180591
188;46709;2178;44598;46709;181562
189;46709;698;44970;46709;182513
190;46709;421;44790;46709;183477
191;46709;2178;44771;46709;184436
192;46709;747;44655;46709;185397
193;46709;-1961;44562;46709;186358
194;46709;5903;44611;46709;187320
195;46709;-493;44684;46709;188277
196;46709;4169;44691;46709;189240
197;46709;2178;44604;46709;190187
198;46709;-6187;44833;46709;191145
199;46709;-6187;44545;46709;192112
200;46709;747;44566;46709;193079
201;46709;747;44732;46709;194040
202;46709;421;44756;46709;194989
203;46709;-1961;44595;46709;195958
204;46709;2178;44619;46709;196913
205;46709;-1961;44457;46709;197880
206;46709;-1961;44540;46709;198849
207;46709;-1961;44628;46709;199796
208;46709;-6187;44497;46709;200758
209;46709;2576;44698;46709;201701
210;46709;2554;44424;46709;202652
211;46709;-2293;44708;46709;203600
212;46709;747;44671;46709;204552
213;46709;-1961;44903;46709;205510
214;46709;-5750;44705;46709;206467
215;46709;421;44625;46709;207438
216;46709;2178;44561;46709;208404
217;46709;2554;44605;46709;209377
218;46709;2763;44773;46709;210335
219;46709;-6187;44356;46709;211301
220;46709;-6187;44540;46709;212267
221;46709;-6187;44689;46709;213237
222;46709;-1961;44756;46709;214192
223;46709;5442;44782;46709;215145
224;46709;3398;44774;46709;216091
225;46709;3394;44800;46709;217056
226;46709;421;44494;46709;218021
227;46709;-1961;44529;46709;218987
228;46709;-6187;44719;46709;219956
229;46709;-2423;44456;46709;220913
230;46709;-6511;44667;46709;221879
231;46709;2554;44749;46709;222842
232;46709;-1742;44674;46709;223794
233;46709;-6187;44481;46709;224761
234;46709;-6187;44417;46709;225720
235;46709;-1961;44610;46709;226676
236;46709;-1961;44802;46709;227639
237;46709;-1961;44686;46709;228614
238;46709;-6187;44677;46709;229579
239;46709;-6187;44571;46709;230545
240;46709;2763;44579;46709;231503
241;46709;4169;44603;46709;232480
242;46709;-1961;44519;46709;233448
243;46709;-460;44793;46709;234401
244;46709;595;44406;46709;235362
245;46709;-2831;44779;46709;236314
246;46709;421;44825;46709;237279
247;46709;-6187;44511;46709;238251
248;46709;421;44619;46709;239208
249;46709;-6187;44493;46709;240176
250;46709;-2708;44661;46709;241123
251;46709;747;44580;46709;242073
252;46709;-1961;44829;46709;243046
253;46709;-1961;44603;46709;244006
254;46709;-6187;44514;46709;244968
255;46709;-1961;44579;46709;245922
256;46709;421;44701;46709;246887
257;46709;2178;44847;46709;247844
258;46709;-1961;44753;46709;248810
259;46709;747;44862;46709;249777
260;46709;2178;44949;46709;250742
261;46709;-6187;44817;46709;251702
262;46709;-3045;44510;46709;252661
263;46709;2554;44608;46709;253620
264;46709;-6187;44715;46709;254574
265;46709;-1961;44558;46709;255525
266;46709;-4871;44672;46709;256478
267;46709;747;44567;46709;257428
268;46709;-6187;44659;46709;258392
269;46709;-6187;44627;46709;259349
270;46709;421;44980;46709;260320
271;46709;747;44572;46709;261285
272;46709;2178;44505;46709;262249
273;46709;-1961;44493;46709;263201
274;46709;-1961;44684;46709;264163
275;46709;-1358;44795;46709;265133
276;46709;2554;44640;46709;266099
277;46709;-1961;44636;46709;267057
278;46709;-6187;44711;46709;268003
279;46709;-1961;44598;46709;268962
280;46709;-6187;44496;46709;269921
281;46709;2178;44685;46709;270880
282;46709;2709;44820;46709;271825
283;46709;-6187;44562;46709;272775
284;46709;4169;44676;46709;273736
285;46709;-6187;44609;46709;274700
286;46709;421;44693;46709;275658
287;46709;-1961;44475;46709;276605
288;46709;-1961;44628;46709;277565
289;46709;-1961;44640;46709;278514
290;46709;421;44765;46709;279455
291;46709;747;44655;46709;280417
292;46709;747;44487;46709;281376
293;46709;472;44727;46709;282346
294;46709;2554;44790;46709;283315
295;46709;747;44822;46709;284266
296;46709;2763;44756;46709;285226
297;46709;-6187;44532;46709;286186
298;46709;-6187;44830;46709;287146
299;46709;-1961;44311;46709;288116
300;46709;-6187;44762;46709;289068
301;46709;2005;44619;46709;290032
302;46709;7478;44778;46709;290994
303;46709;-1961;44716;46709;291957
304;46709;-433;44735;46709;292916
305;46709;421;44770;46709;293861
306;46709;-4473;44649;46709;294814
307;46709;2282;44583;46709;295777
308;46709;-6187;44622;46709;296737
309;46709;-6187;44378;46709;297696
310;46709;-6187;44637;46709;298656
