Iterations;Overall best;Worst;Average;Best;FFE
0;-3.94638e+06;-5.47349e+06;-4.70744e+06;-3.94638e+06;1000
1;-3.57834e+06;-5.14787e+06;-4.22052e+06;-3.57834e+06;1891
2;-3.17527e+06;-4.98488e+06;-3.86483e+06;-3.17527e+06;2754
3;-2.95324e+06;-4.59833e+06;-3.46494e+06;-2.95324e+06;3618
4;-2.90598e+06;-4.00839e+06;-3.13532e+06;-2.90598e+06;4496
5;-2.77353e+06;-3.63636e+06;-2.98716e+06;-2.77353e+06;5403
6;-2.70607e+06;-3.56798e+06;-2.89802e+06;-2.70607e+06;6297
7;-2.56572e+06;-3.36594e+06;-2.78306e+06;-2.56572e+06;7173
8;-2.52086e+06;-3.45449e+06;-2.6593e+06;-2.52086e+06;8026
9;-2.46409e+06;-3.28263e+06;-2.60058e+06;-2.46409e+06;8897
10;-2.42421e+06;-3.16134e+06;-2.5541e+06;-2.42421e+06;9782
11;-2.39334e+06;-3.36248e+06;-2.51181e+06;-2.39334e+06;10650
12;-2.32674e+06;-3.38491e+06;-2.47471e+06;-2.32674e+06;11532
13;-2.26508e+06;-3.20404e+06;-2.42163e+06;-2.26508e+06;12419
14;-2.22175e+06;-3.23829e+06;-2.36137e+06;-2.22175e+06;13292
15;-2.21512e+06;-3.40748e+06;-2.33248e+06;-2.21512e+06;14174
16;-2.1917e+06;-3.2996e+06;-2.29872e+06;-2.1917e+06;15047
17;-2.16565e+06;-3.41188e+06;-2.28256e+06;-2.16565e+06;15919
18;-2.145e+06;-3.27237e+06;-2.25043e+06;-2.145e+06;16804
19;-2.11882e+06;-3.362e+06;-2.23547e+06;-2.11882e+06;17697
20;-2.0982e+06;-3.14866e+06;-2.20063e+06;-2.0982e+06;18588
21;-2.07134e+06;-3.2866e+06;-2.18245e+06;-2.07134e+06;19466
22;-2.05426e+06;-3.09124e+06;-2.1518e+06;-2.05426e+06;20342
23;-2.02576e+06;-3.26344e+06;-2.13695e+06;-2.02576e+06;21213
24;-2.01184e+06;-3.11106e+06;-2.11048e+06;-2.01184e+06;22078
25;-2.0012e+06;-3.3796e+06;-2.10766e+06;-2.0012e+06;22972
26;-1.98144e+06;-3.33174e+06;-2.08341e+06;-1.98144e+06;23848
27;-1.95221e+06;-3.18686e+06;-2.06854e+06;-1.95221e+06;24732
28;-1.94579e+06;-3.15227e+06;-2.05242e+06;-1.94579e+06;25601
29;-1.92247e+06;-2.97824e+06;-2.03531e+06;-1.92247e+06;26470
30;-1.89899e+06;-3.19001e+06;-2.01758e+06;-1.89899e+06;27351
31;-1.8812e+06;-3.1796e+06;-1.99974e+06;-1.8812e+06;28225
32;-1.8659e+06;-3.13544e+06;-1.96877e+06;-1.8659e+06;29101
33;-1.85786e+06;-2.94924e+06;-1.95854e+06;-1.85786e+06;30006
34;-1.84939e+06;-2.92146e+06;-1.93912e+06;-1.84939e+06;30882
35;-1.83322e+06;-3.12116e+06;-1.92868e+06;-1.83322e+06;31754
36;-1.81228e+06;-2.84898e+06;-1.91637e+06;-1.81228e+06;32629
37;-1.80081e+06;-2.97453e+06;-1.89857e+06;-1.80081e+06;33498
38;-1.79277e+06;-3.08807e+06;-1.88434e+06;-1.79277e+06;34370
39;-1.77052e+06;-2.98304e+06;-1.87543e+06;-1.77052e+06;35266
40;-1.75658e+06;-2.78644e+06;-1.85669e+06;-1.75658e+06;36142
41;-1.74736e+06;-2.91254e+06;-1.83766e+06;-1.74736e+06;37005
42;-1.73947e+06;-2.70216e+06;-1.82579e+06;-1.73947e+06;37888
43;-1.73103e+06;-2.82381e+06;-1.81437e+06;-1.73103e+06;38774
44;-1.71053e+06;-2.72883e+06;-1.80007e+06;-1.71053e+06;39622
45;-1.69556e+06;-2.7658e+06;-1.78892e+06;-1.69556e+06;40501
46;-1.68559e+06;-2.67195e+06;-1.77742e+06;-1.68559e+06;41383
47;-1.67439e+06;-2.66784e+06;-1.75246e+06;-1.67439e+06;42258
48;-1.66672e+06;-2.50663e+06;-1.74256e+06;-1.66672e+06;43131
49;-1.65371e+06;-2.65341e+06;-1.73517e+06;-1.65371e+06;43994
50;-1.63852e+06;-2.65467e+06;-1.72442e+06;-1.63852e+06;44870
51;-1.63335e+06;-2.76513e+06;-1.71811e+06;-1.63335e+06;45751
52;-1.61414e+06;-2.6837e+06;-1.7087e+06;-1.61414e+06;46631
53;-1.60333e+06;-2.6227e+06;-1.69221e+06;-1.60333e+06;47493
54;-1.58611e+06;-2.6439e+06;-1.67083e+06;-1.58611e+06;48375
55;-1.56913e+06;-2.39248e+06;-1.65938e+06;-1.56913e+06;49246
56;-1.55844e+06;-2.34821e+06;-1.64683e+06;-1.55844e+06;50102
57;-1.54523e+06;-2.6014e+06;-1.63678e+06;-1.54523e+06;50978
58;-1.54337e+06;-2.36161e+06;-1.62077e+06;-1.54337e+06;51862
59;-1.53946e+06;-2.36144e+06;-1.61241e+06;-1.53946e+06;52743
60;-1.53507e+06;-2.50653e+06;-1.60655e+06;-1.53507e+06;53621
61;-1.52529e+06;-2.61334e+06;-1.61166e+06;-1.52529e+06;54511
62;-1.51682e+06;-2.50718e+06;-1.58944e+06;-1.51682e+06;55397
63;-1.51218e+06;-2.36703e+06;-1.58027e+06;-1.51218e+06;56255
64;-1.4969e+06;-2.56416e+06;-1.5786e+06;-1.4969e+06;57131
65;-1.48191e+06;-2.4381e+06;-1.56921e+06;-1.48191e+06;58028
66;-1.46866e+06;-2.48296e+06;-1.55065e+06;-1.46866e+06;58910
67;-1.46232e+06;-2.40368e+06;-1.53396e+06;-1.46232e+06;59781
68;-1.45295e+06;-2.42217e+06;-1.52782e+06;-1.45295e+06;60657
69;-1.43802e+06;-2.33785e+06;-1.51834e+06;-1.43802e+06;61522
70;-1.43537e+06;-2.35114e+06;-1.50969e+06;-1.43537e+06;62398
71;-1.41169e+06;-2.46391e+06;-1.49959e+06;-1.41169e+06;63265
72;-1.40404e+06;-2.26242e+06;-1.48887e+06;-1.40404e+06;64137
73;-1.39969e+06;-2.29004e+06;-1.47482e+06;-1.39969e+06;65036
74;-1.38525e+06;-2.27506e+06;-1.46777e+06;-1.38525e+06;65916
75;-1.38525e+06;-2.35714e+06;-1.45691e+06;-1.38525e+06;66785
76;-1.38365e+06;-2.26155e+06;-1.45149e+06;-1.38365e+06;67664
77;-1.37213e+06;-2.17045e+06;-1.45547e+06;-1.37213e+06;68543
78;-1.36753e+06;-2.2705e+06;-1.44508e+06;-1.36753e+06;69423
79;-1.36189e+06;-2.33412e+06;-1.43717e+06;-1.36189e+06;70289
80;-1.35814e+06;-2.28405e+06;-1.42645e+06;-1.35814e+06;71170
81;-1.35009e+06;-2.33178e+06;-1.42727e+06;-1.35009e+06;72025
82;-1.34406e+06;-2.26306e+06;-1.41341e+06;-1.34406e+06;72904
83;-1.33571e+06;-2.32401e+06;-1.40487e+06;-1.33571e+06;73777
84;-1.32586e+06;-2.25766e+06;-1.40529e+06;-1.32586e+06;74662
85;-1.31573e+06;-2.10028e+06;-1.39495e+06;-1.31573e+06;75544
86;-1.30729e+06;-2.3229e+06;-1.38395e+06;-1.30729e+06;76423
87;-1.30268e+06;-2.14231e+06;-1.37118e+06;-1.30268e+06;77318
88;-1.29595e+06;-2.38756e+06;-1.36123e+06;-1.29595e+06;78193
89;-1.29022e+06;-2.23996e+06;-1.35778e+06;-1.29022e+06;79090
90;-1.28431e+06;-2.12958e+06;-1.34324e+06;-1.28431e+06;79972
91;-1.27863e+06;-2.23299e+06;-1.34707e+06;-1.27863e+06;80849
92;-1.27032e+06;-2.14403e+06;-1.33807e+06;-1.27032e+06;81729
93;-1.26763e+06;-2.30736e+06;-1.33364e+06;-1.26763e+06;82629
94;-1.25824e+06;-1.99478e+06;-1.32416e+06;-1.25824e+06;83512
95;-1.2524e+06;-2.26991e+06;-1.32209e+06;-1.2524e+06;84388
96;-1.24296e+06;-2.00589e+06;-1.31661e+06;-1.24296e+06;85275
97;-1.23872e+06;-2.2274e+06;-1.31344e+06;-1.23872e+06;86136
98;-1.22926e+06;-2.06729e+06;-1.30092e+06;-1.22926e+06;87032
99;-1.22305e+06;-2.21347e+06;-1.28836e+06;-1.22305e+06;87904
100;-1.21768e+06;-2.23415e+06;-1.2888e+06;-1.21768e+06;88777
101;-1.21248e+06;-2.14354e+06;-1.27791e+06;-1.21248e+06;89671
102;-1.20874e+06;-2.00416e+06;-1.27722e+06;-1.20874e+06;90553
103;-1.2047e+06;-2.09989e+06;-1.26882e+06;-1.2047e+06;91426
104;-1.197e+06;-2.1778e+06;-1.2628e+06;-1.197e+06;92303
105;-1.1914e+06;-2.09523e+06;-1.25594e+06;-1.1914e+06;93180
106;-1.18999e+06;-1.98142e+06;-1.25721e+06;-1.18999e+06;94067
107;-1.18028e+06;-2.14712e+06;-1.25603e+06;-1.18028e+06;94940
108;-1.17018e+06;-2.03268e+06;-1.23254e+06;-1.17018e+06;95806
109;-1.16834e+06;-1.86535e+06;-1.23427e+06;-1.16834e+06;96697
110;-1.16711e+06;-2.08698e+06;-1.23621e+06;-1.16711e+06;97576
111;-1.16409e+06;-2.25072e+06;-1.22842e+06;-1.16409e+06;98458
112;-1.15741e+06;-1.92051e+06;-1.22417e+06;-1.15741e+06;99341
113;-1.15209e+06;-1.93778e+06;-1.21959e+06;-1.15209e+06;100212
114;-1.14888e+06;-1.95208e+06;-1.21279e+06;-1.14888e+06;101109
115;-1.13718e+06;-2.10422e+06;-1.21135e+06;-1.13718e+06;101978
116;-1.13469e+06;-2.17584e+06;-1.20965e+06;-1.13469e+06;102861
117;-1.13469e+06;-1.91766e+06;-1.19556e+06;-1.13469e+06;103735
118;-1.13101e+06;-2.10832e+06;-1.19478e+06;-1.13101e+06;104605
119;-1.12938e+06;-1.9749e+06;-1.19192e+06;-1.12938e+06;105486
120;-1.12746e+06;-2.04073e+06;-1.19364e+06;-1.12746e+06;106362
121;-1.1264e+06;-2.111e+06;-1.18419e+06;-1.1264e+06;107248
122;-1.12416e+06;-1.94357e+06;-1.18418e+06;-1.12416e+06;108115
123;-1.11714e+06;-1.82148e+06;-1.1811e+06;-1.11714e+06;108999
124;-1.11328e+06;-2.02665e+06;-1.1757e+06;-1.11328e+06;109875
125;-1.10603e+06;-2.03174e+06;-1.16433e+06;-1.10603e+06;110761
126;-1.10426e+06;-2.15258e+06;-1.16734e+06;-1.10426e+06;111640
127;-1.10074e+06;-1.99509e+06;-1.16038e+06;-1.10074e+06;112501
128;-1.09695e+06;-2.03174e+06;-1.16067e+06;-1.09695e+06;113381
129;-1.09658e+06;-2.00547e+06;-1.15406e+06;-1.09658e+06;114264
130;-1.09658e+06;-2.03566e+06;-1.15257e+06;-1.09658e+06;115157
131;-1.09514e+06;-1.86273e+06;-1.1468e+06;-1.09514e+06;116033
132;-1.08984e+06;-1.86258e+06;-1.15759e+06;-1.08984e+06;116913
133;-1.08643e+06;-2.03096e+06;-1.15178e+06;-1.08643e+06;117769
134;-1.08576e+06;-2.13402e+06;-1.14952e+06;-1.08576e+06;118637
135;-1.08576e+06;-2.09565e+06;-1.13415e+06;-1.08576e+06;119487
136;-1.07742e+06;-1.92168e+06;-1.13975e+06;-1.07742e+06;120342
137;-1.07742e+06;-1.97612e+06;-1.13618e+06;-1.07742e+06;121217
138;-1.07742e+06;-2.0826e+06;-1.14035e+06;-1.07742e+06;122114
139;-1.07742e+06;-2.05e+06;-1.1426e+06;-1.07742e+06;122978
140;-1.07742e+06;-2.02538e+06;-1.14574e+06;-1.07742e+06;123847
141;-1.07742e+06;-1.93322e+06;-1.15083e+06;-1.07742e+06;124738
142;-1.07742e+06;-1.973e+06;-1.16056e+06;-1.07742e+06;125622
143;-1.07742e+06;-2.12708e+06;-1.16436e+06;-1.07742e+06;126495
144;-1.07742e+06;-2.03785e+06;-1.16725e+06;-1.07742e+06;127366
145;-1.07742e+06;-2.27136e+06;-1.1837e+06;-1.07742e+06;128233
146;-1.07742e+06;-2.27344e+06;-1.18514e+06;-1.07742e+06;129124
147;-1.07742e+06;-2.12768e+06;-1.1928e+06;-1.07742e+06;130015
148;-1.07742e+06;-2.23665e+06;-1.19765e+06;-1.07742e+06;130905
149;-1.07742e+06;-2.12354e+06;-1.20163e+06;-1.07742e+06;131774
150;-1.07742e+06;-2.34679e+06;-1.20214e+06;-1.07742e+06;132647
151;-1.07742e+06;-2.28961e+06;-1.20971e+06;-1.07742e+06;133498
152;-1.07742e+06;-2.48681e+06;-1.21857e+06;-1.07742e+06;134364
153;-1.07742e+06;-2.39482e+06;-1.228e+06;-1.07742e+06;135232
154;-1.07742e+06;-2.43261e+06;-1.24047e+06;-1.07742e+06;136111
155;-1.07742e+06;-2.37576e+06;-1.24285e+06;-1.07742e+06;137003
156;-1.07742e+06;-2.85332e+06;-1.25064e+06;-1.07742e+06;137883
157;-1.07742e+06;-2.25672e+06;-1.26184e+06;-1.07742e+06;138763
158;-1.07742e+06;-2.38629e+06;-1.27445e+06;-1.07742e+06;139645
159;-1.07742e+06;-2.50102e+06;-1.27632e+06;-1.07742e+06;140538
160;-1.07742e+06;-2.52864e+06;-1.2839e+06;-1.07742e+06;141403
161;-1.07742e+06;-2.14378e+06;-1.27924e+06;-1.07742e+06;142278
162;-1.07742e+06;-2.85581e+06;-1.30655e+06;-1.07742e+06;143174
163;-1.07742e+06;-2.59855e+06;-1.32254e+06;-1.07742e+06;144067
164;-1.07742e+06;-2.64082e+06;-1.31926e+06;-1.07742e+06;144937
165;-1.07742e+06;-2.75592e+06;-1.33758e+06;-1.07742e+06;145823
166;-1.07742e+06;-3.23266e+06;-1.35182e+06;-1.07742e+06;146718
167;-1.07742e+06;-2.47801e+06;-1.33866e+06;-1.07742e+06;147600
168;-1.07742e+06;-2.7009e+06;-1.34832e+06;-1.07742e+06;148475
169;-1.07742e+06;-3.20357e+06;-1.36055e+06;-1.07742e+06;149333
170;-1.07742e+06;-2.96763e+06;-1.35706e+06;-1.07742e+06;150221
171;-1.07742e+06;-2.81306e+06;-1.35939e+06;-1.07742e+06;151093
172;-1.07742e+06;-3.04923e+06;-1.35985e+06;-1.07742e+06;151965
173;-1.07742e+06;-3.16698e+06;-1.38299e+06;-1.07742e+06;152844
174;-1.07742e+06;-3.02973e+06;-1.38422e+06;-1.07742e+06;153706
175;-1.07742e+06;-2.75627e+06;-1.39644e+06;-1.07742e+06;154597
176;-1.07742e+06;-2.79142e+06;-1.389e+06;-1.07742e+06;155469
177;-1.07742e+06;-2.76376e+06;-1.41245e+06;-1.07742e+06;156357
178;-1.07742e+06;-2.91075e+06;-1.40774e+06;-1.07742e+06;157214
179;-1.07742e+06;-2.59521e+06;-1.42973e+06;-1.07742e+06;158114
180;-1.07742e+06;-3.2962e+06;-1.41138e+06;-1.07742e+06;158985
181;-1.07742e+06;-2.68045e+06;-1.42608e+06;-1.07742e+06;159868
182;-1.07742e+06;-2.86012e+06;-1.42695e+06;-1.07742e+06;160747
183;-1.07742e+06;-3.16446e+06;-1.42674e+06;-1.07742e+06;161619
184;-1.07742e+06;-3.12777e+06;-1.43835e+06;-1.07742e+06;162512
185;-1.07742e+06;-3.09698e+06;-1.4402e+06;-1.07742e+06;163408
186;-1.07742e+06;-2.54354e+06;-1.43561e+06;-1.07742e+06;164307
187;-1.07742e+06;-3.16658e+06;-1.43674e+06;-1.07742e+06;165526
188;-1.07742e+06;-3.09526e+06;-1.44579e+06;-1.07742e+06;166405
189;-1.07742e+06;-3.19708e+06;-1.4385e+06;-1.07742e+06;167281
190;-1.07742e+06;-3.0987e+06;-1.44364e+06;-1.07742e+06;168152
