0;104106;104106;7957
1;111889;111889;15916
2;111889;107946;25200
3;111889;109317;35810
4;111889;111706;45094
5;111889;109363;51726
6;111889;108783;59684
7;111889;111807;68968
8;111889;105428;79578
9;111889;108213;87536
10;111889;107127;96820
11;111889;107598;103452
12;111889;105492;110084
13;111889;108965;119368
14;111889;111217;124674
15;113142;113142;132632
16;113142;110386;139264
17;113142;107565;148548
18;113142;111093;156506
19;113142;112799;161812
20;113142;108389;172422
21;113142;112658;177728
22;113142;107487;185686
23;113142;113118;194970
24;113142;110056;204254
25;113142;110969;212212
26;113142;109778;220170
27;113661;113661;226802
28;113661;108214;233434
29;113661;111296;241392
30;113661;106075;249350
31;113661;108085;255982
32;113661;111139;261288
33;113661;109303;270572
34;113661;108109;278530
35;113661;110772;287814
36;113661;111676;294446
37;113661;108176;302404
38;113661;108900;311688
39;113661;111212;318320
40;113661;109067;326278
41;113661;108122;338214
42;113661;110226;347498
43;113661;111760;354130
44;113661;111189;362088
45;113661;110497;372698
46;113661;106985;379330
47;113661;109745;384636
48;113661;108946;397898
49;113661;109101;405856
50;113661;107254;419118
51;113661;106856;429728
52;113661;111767;444316
53;113661;107684;456252
54;113661;111263;464210
55;113661;109247;470842
56;113661;111747;478800
57;113661;103158;486758
58;113661;107505;493390
59;113661;109519;502674
60;113661;110337;509306
61;113661;109375;517264
62;113661;112128;525222
63;113661;106296;535832
64;113661;112696;543790
65;113661;110814;553074
66;113661;108673;559706
67;113661;110133;567664
68;114338;114338;574296
69;114338;110344;582254
70;114338;109849;590212
71;114338;111829;599496
72;114338;108787;607454
73;114338;110821;616738
74;114338;105739;627348
75;114338;109424;637958
76;114338;111403;645916
77;114338;113694;652548
78;114338;105080;659180
79;114338;109421;668464
80;114338;111522;676422
81;114338;110292;684380
82;114338;107252;693664
83;114338;112931;702948
84;114338;111329;713558
85;114338;111080;720190
86;114338;110589;726822
87;114338;112765;734780
88;114338;108233;742738
89;114338;112799;752022
90;114338;105945;761306
91;114338;104645;771916
92;114338;107795;779874
93;114338;104470;786506
94;114338;110278;794464
95;114338;110688;802422
96;114338;110956;809054
97;114338;110508;818338
98;114338;112253;826296
99;114338;110624;834254
100;114338;109746;842212
101;114338;107550;851496
102;114338;110877;860780
103;114338;112847;876694
104;114338;109947;885978
105;114338;109586;897914
106;114338;111207;905872
107;114338;107338;915156
108;114338;113792;923114
109;114338;110360;931072
110;114338;113596;939030
111;114338;109040;949640
112;114338;108218;960250
113;114338;109763;968208
114;114338;108275;977492
115;114338;109073;984124
116;114338;108825;992082
117;114338;108598;1.00137e+06
118;114338;109358;1.008e+06
119;114338;108637;1.01596e+06
120;114338;111034;1.02657e+06
121;114338;111648;1.03187e+06
122;114338;107402;1.04116e+06
123;114338;112410;1.04911e+06
124;114338;112014;1.05707e+06
125;114338;109547;1.06768e+06
126;114338;110859;1.07431e+06
127;114338;109265;1.08095e+06
128;114338;113084;1.09156e+06
129;114338;113880;1.09819e+06
130;114338;112748;1.10482e+06
131;114338;108613;1.11145e+06
132;114338;106305;1.12074e+06
133;114338;111487;1.13002e+06
134;114338;111103;1.13798e+06
135;114338;107686;1.14461e+06
136;114338;108395;1.15389e+06
137;114338;111302;1.1645e+06
138;114338;108049;1.17114e+06
139;114338;110701;1.17777e+06
140;114338;107967;1.18705e+06
141;114338;109297;1.19236e+06
142;114338;107867;1.20032e+06
143;114338;109516;1.20827e+06
144;114338;110779;1.21623e+06
145;114338;112161;1.22552e+06
146;114338;112580;1.23347e+06
147;114338;111998;1.24011e+06
148;114338;102358;1.24806e+06
149;114338;109826;1.25602e+06
150;114338;108738;1.26398e+06
151;114338;107546;1.27194e+06
152;114338;109853;1.27857e+06
153;114338;109831;1.28653e+06
154;114338;112755;1.29846e+06
155;114338;100962;1.3051e+06
156;114338;107487;1.31305e+06
157;114338;112519;1.32101e+06
158;114338;111176;1.3303e+06
159;114338;112054;1.33693e+06
160;114338;110421;1.34489e+06
161;114338;109970;1.35284e+06
162;114338;112662;1.3608e+06
163;114338;112526;1.37009e+06
164;114338;107835;1.37804e+06
165;114338;108837;1.38865e+06
