Iterations;Overall best;Worst;Average;Best;FFE
0;-3,87176e+06;-5,30996e+06;-4,51123e+06;-3,87176e+06;1000
1;-3,67266e+06;-4,65841e+06;-4,07869e+06;-3,67266e+06;1978
2;-3,42015e+06;-4,5825e+06;-3,86269e+06;-3,42015e+06;2961
3;-3,28698e+06;-4,16997e+06;-3,69032e+06;-3,28698e+06;3943
4;-3,09095e+06;-4,02571e+06;-3,46108e+06;-3,09095e+06;4923
5;-3,04363e+06;-3,86439e+06;-3,31042e+06;-3,04363e+06;5902
6;-2,98165e+06;-3,44394e+06;-3,14755e+06;-2,98165e+06;6875
7;-2,93281e+06;-3,30423e+06;-3,06214e+06;-2,93281e+06;7855
8;-2,84682e+06;-3,26759e+06;-3,0033e+06;-2,84682e+06;8835
9;-2,77364e+06;-3,28141e+06;-2,93953e+06;-2,77364e+06;9813
10;-2,69977e+06;-3,09935e+06;-2,8684e+06;-2,69977e+06;10785
11;-2,63737e+06;-2,99585e+06;-2,78378e+06;-2,63737e+06;11754
12;-2,57258e+06;-3,00102e+06;-2,72015e+06;-2,57258e+06;12734
13;-2,49783e+06;-2,92458e+06;-2,66185e+06;-2,49783e+06;13706
14;-2,45757e+06;-2,83336e+06;-2,60153e+06;-2,45757e+06;14692
15;-2,44003e+06;-2,83881e+06;-2,551e+06;-2,44003e+06;15661
16;-2,38992e+06;-2,8045e+06;-2,50431e+06;-2,38992e+06;16636
17;-2,37297e+06;-2,75156e+06;-2,47436e+06;-2,37297e+06;17617
18;-2,34002e+06;-2,69188e+06;-2,43738e+06;-2,34002e+06;18595
19;-2,27811e+06;-2,65595e+06;-2,40624e+06;-2,27811e+06;19564
20;-2,22128e+06;-2,62469e+06;-2,36339e+06;-2,22128e+06;20544
21;-2,20629e+06;-2,62279e+06;-2,32954e+06;-2,20629e+06;21527
22;-2,18656e+06;-2,50751e+06;-2,28474e+06;-2,18656e+06;22502
23;-2,16318e+06;-2,51027e+06;-2,24527e+06;-2,16318e+06;23482
24;-2,14095e+06;-2,48293e+06;-2,22652e+06;-2,14095e+06;24463
25;-2,08502e+06;-2,45472e+06;-2,20837e+06;-2,08502e+06;25431
26;-2,0525e+06;-2,46955e+06;-2,17614e+06;-2,0525e+06;26408
27;-2,03967e+06;-2,41509e+06;-2,1424e+06;-2,03967e+06;27385
28;-2,00337e+06;-2,29704e+06;-2,10434e+06;-2,00337e+06;28365
29;-1,98759e+06;-2,30864e+06;-2,08013e+06;-1,98759e+06;29335
30;-1,98683e+06;-2,29788e+06;-2,06325e+06;-1,98683e+06;30307
31;-1,96553e+06;-2,3133e+06;-2,03714e+06;-1,96553e+06;31287
32;-1,94161e+06;-2,24971e+06;-2,02237e+06;-1,94161e+06;32266
33;-1,9314e+06;-2,24704e+06;-2,00868e+06;-1,9314e+06;33245
34;-1,90297e+06;-2,24474e+06;-1,99451e+06;-1,90297e+06;34224
35;-1,89634e+06;-2,19444e+06;-1,97836e+06;-1,89634e+06;35199
