Iterations;Overall best;Worst;Average;Best;FFE
0;-3,78265e+06;-5,56289e+06;-4,51363e+06;-3,78265e+06;1000
1;-3,57892e+06;-5,09237e+06;-4,05245e+06;-3,57892e+06;1979
2;-3,32895e+06;-4,75468e+06;-3,79555e+06;-3,32895e+06;2952
3;-3,19588e+06;-4,11257e+06;-3,59187e+06;-3,19588e+06;3936
4;-3,06049e+06;-3,87295e+06;-3,37409e+06;-3,06049e+06;4906
5;-2,951e+06;-3,68246e+06;-3,23378e+06;-2,951e+06;5882
6;-2,84542e+06;-3,47257e+06;-3,10161e+06;-2,84542e+06;6851
7;-2,78843e+06;-3,31877e+06;-2,99835e+06;-2,78843e+06;7834
8;-2,71865e+06;-3,27561e+06;-2,8959e+06;-2,71865e+06;8815
9;-2,64868e+06;-3,24521e+06;-2,82656e+06;-2,64868e+06;9792
10;-2,57598e+06;-3,01205e+06;-2,75847e+06;-2,57598e+06;10764
11;-2,54379e+06;-2,96925e+06;-2,68496e+06;-2,54379e+06;11734
12;-2,49527e+06;-2,88541e+06;-2,62252e+06;-2,49527e+06;12712
13;-2,44781e+06;-2,86141e+06;-2,58326e+06;-2,44781e+06;13693
14;-2,39208e+06;-2,82397e+06;-2,52646e+06;-2,39208e+06;14666
15;-2,34703e+06;-2,68895e+06;-2,4826e+06;-2,34703e+06;15645
16;-2,32234e+06;-2,73286e+06;-2,43877e+06;-2,32234e+06;16624
17;-2,25951e+06;-2,68066e+06;-2,40383e+06;-2,25951e+06;17609
18;-2,21142e+06;-2,72286e+06;-2,37514e+06;-2,21142e+06;18591
19;-2,18397e+06;-2,58291e+06;-2,31458e+06;-2,18397e+06;19571
20;-2,14071e+06;-2,51706e+06;-2,27451e+06;-2,14071e+06;20549
21;-2,09048e+06;-2,50618e+06;-2,23379e+06;-2,09048e+06;21520
22;-2,07353e+06;-2,42826e+06;-2,19088e+06;-2,07353e+06;22502
23;-2,00112e+06;-2,35218e+06;-2,14747e+06;-2,00112e+06;23465
24;-1,98762e+06;-2,29859e+06;-2,10871e+06;-1,98762e+06;24438
25;-1,95547e+06;-2,33056e+06;-2,05472e+06;-1,95547e+06;25422
26;-1,93673e+06;-2,22884e+06;-2,02587e+06;-1,93673e+06;26401
