Iterations;Overall best;Worst;Average;Best;FFE
0;-3.75551e+06;-5.70045e+06;-4.51859e+06;-3.75551e+06;10000
1;-3.39432e+06;-4.97081e+06;-4.02637e+06;-3.39432e+06;19789
2;-3.18487e+06;-5.23224e+06;-3.7483e+06;-3.18487e+06;29567
3;-2.99834e+06;-5.04348e+06;-3.51334e+06;-2.99834e+06;39349
4;-2.87734e+06;-5.01909e+06;-3.36322e+06;-2.87734e+06;49150
5;-2.70289e+06;-5.31161e+06;-3.24339e+06;-2.70289e+06;58943
6;-2.51781e+06;-5.23724e+06;-3.11636e+06;-2.51781e+06;68719
7;-2.49048e+06;-5.05968e+06;-2.9639e+06;-2.49048e+06;78504
8;-2.41268e+06;-5.08506e+06;-2.81535e+06;-2.41268e+06;88287
9;-2.34487e+06;-5.16315e+06;-2.76039e+06;-2.34487e+06;98036
10;-2.27189e+06;-5.12408e+06;-2.7016e+06;-2.27189e+06;107824
11;-2.19641e+06;-5.0893e+06;-2.63374e+06;-2.19641e+06;117597
12;-2.14712e+06;-5.17142e+06;-2.57047e+06;-2.14712e+06;127416
13;-2.08854e+06;-5.40507e+06;-2.50058e+06;-2.08854e+06;137184
14;-2.01866e+06;-4.8253e+06;-2.44508e+06;-2.01866e+06;146977
15;-1.95686e+06;-4.99536e+06;-2.3786e+06;-1.95686e+06;156757
16;-1.90204e+06;-4.84522e+06;-2.33088e+06;-1.90204e+06;166536
17;-1.86751e+06;-4.63436e+06;-2.25249e+06;-1.86751e+06;176305
18;-1.81263e+06;-4.57676e+06;-2.19575e+06;-1.81263e+06;186056
19;-1.76318e+06;-4.65169e+06;-2.12831e+06;-1.76318e+06;195836
20;-1.68352e+06;-4.47018e+06;-2.07676e+06;-1.68352e+06;205612
21;-1.66081e+06;-4.447e+06;-2.02096e+06;-1.66081e+06;215377
22;-1.64284e+06;-4.45298e+06;-1.96141e+06;-1.64284e+06;225181
23;-1.60604e+06;-4.30459e+06;-1.92949e+06;-1.60604e+06;234938
24;-1.57682e+06;-4.13602e+06;-1.89099e+06;-1.57682e+06;244724
25;-1.55883e+06;-4.10467e+06;-1.86128e+06;-1.55883e+06;254526
26;-1.52945e+06;-4.27044e+06;-1.82492e+06;-1.52945e+06;264284
27;-1.50557e+06;-4.11277e+06;-1.80082e+06;-1.50557e+06;274052
28;-1.4639e+06;-3.95302e+06;-1.77898e+06;-1.4639e+06;283828
29;-1.44471e+06;-4.07375e+06;-1.75382e+06;-1.44471e+06;293626
30;-1.42604e+06;-3.93579e+06;-1.71461e+06;-1.42604e+06;303408
31;-1.40998e+06;-4.07736e+06;-1.70432e+06;-1.40998e+06;313172
32;-1.3786e+06;-4.06671e+06;-1.67684e+06;-1.3786e+06;322945
33;-1.36965e+06;-3.98888e+06;-1.66212e+06;-1.36965e+06;332732
34;-1.33828e+06;-3.78643e+06;-1.63354e+06;-1.33828e+06;342512
35;-1.31781e+06;-3.98903e+06;-1.61267e+06;-1.31781e+06;352281
36;-1.30304e+06;-3.92948e+06;-1.58946e+06;-1.30304e+06;362037
37;-1.28039e+06;-3.70037e+06;-1.56543e+06;-1.28039e+06;371815
38;-1.26549e+06;-3.66354e+06;-1.54582e+06;-1.26549e+06;381591
39;-1.24529e+06;-3.72199e+06;-1.52417e+06;-1.24529e+06;391393
40;-1.21482e+06;-3.7356e+06;-1.50272e+06;-1.21482e+06;401153
41;-1.21179e+06;-3.62486e+06;-1.48183e+06;-1.21179e+06;410915
42;-1.19868e+06;-3.51868e+06;-1.45036e+06;-1.19868e+06;420697
43;-1.17958e+06;-3.4804e+06;-1.43964e+06;-1.17958e+06;430481
44;-1.15798e+06;-3.40315e+06;-1.42879e+06;-1.15798e+06;440250
45;-1.13812e+06;-3.34413e+06;-1.40609e+06;-1.13812e+06;450014
46;-1.12154e+06;-3.3245e+06;-1.38225e+06;-1.12154e+06;459809
47;-1.10795e+06;-3.29828e+06;-1.3668e+06;-1.10795e+06;469566
48;-1.09126e+06;-3.16325e+06;-1.35096e+06;-1.09126e+06;479341
49;-1.07757e+06;-3.27876e+06;-1.32955e+06;-1.07757e+06;489113
50;-1.0644e+06;-3.24177e+06;-1.30948e+06;-1.0644e+06;498874
51;-1.04615e+06;-3.20694e+06;-1.30551e+06;-1.04615e+06;508665
52;-1.036e+06;-3.22806e+06;-1.29107e+06;-1.036e+06;518465
53;-1.0225e+06;-3.20869e+06;-1.26982e+06;-1.0225e+06;528243
54;-1.00793e+06;-3.24062e+06;-1.24509e+06;-1.00793e+06;537996
55;-997905;-3.20264e+06;-1.23793e+06;-997905;547794
56;-987230;-3.08008e+06;-1.22968e+06;-987230;557565
57;-973513;-3.16887e+06;-1.2166e+06;-973513;567350
58;-962574;-2.93691e+06;-1.20362e+06;-962574;577146
59;-950929;-3.08776e+06;-1.1838e+06;-950929;586919
60;-931327;-2.94768e+06;-1.16887e+06;-931327;596734
61;-924966;-2.93876e+06;-1.15504e+06;-924966;606514
62;-917965;-2.73542e+06;-1.14108e+06;-917965;616307
63;-907532;-2.80278e+06;-1.13157e+06;-907532;626087
64;-899321;-2.82983e+06;-1.12003e+06;-899321;635885
65;-884482;-2.84248e+06;-1.10787e+06;-884482;645676
66;-874573;-2.64446e+06;-1.08438e+06;-874573;655482
67;-865426;-2.69049e+06;-1.07713e+06;-865426;665264
68;-852294;-2.64041e+06;-1.0617e+06;-852294;675048
69;-835066;-2.64752e+06;-1.05384e+06;-835066;684808
70;-826092;-2.65331e+06;-1.04488e+06;-826092;694598
71;-819946;-2.67542e+06;-1.02643e+06;-819946;704373
72;-807306;-2.59875e+06;-1.01727e+06;-807306;714134
73;-798735;-2.49876e+06;-998395;-798735;723915
74;-793982;-2.58296e+06;-993134;-793982;733712
75;-788998;-2.52865e+06;-987554;-788998;743483
76;-781846;-2.45614e+06;-973418;-781846;753255
77;-772734;-2.53867e+06;-964038;-772734;763019
78;-766063;-2.46872e+06;-959121;-766063;772811
79;-759290;-2.43246e+06;-949973;-759290;782602
80;-750722;-2.488e+06;-943867;-750722;792363
81;-738747;-2.46031e+06;-930531;-738747;802127
82;-726661;-2.41959e+06;-919735;-726661;811913
83;-724570;-2.3066e+06;-906108;-724570;821682
84;-716862;-2.3536e+06;-890748;-716862;831442
85;-709341;-2.288e+06;-885312;-709341;841205
86;-700308;-2.2003e+06;-879232;-700308;850977
