Iterations;Overall best;Worst;Average;Best;FFE
0;20501;-39062;-3364;20501;2000
1;26844;-14954;11895;26844;3985
2;31025;-13015;18327;31025;5974
3;35898;-1128;22612;35898;7960
4;38341;3812;26166;38341;9944
5;39424;-3;29355;39424;11933
6;41513;8547;31547;41513;13921
7;43833;1752;33490;43833;15903
8;45326;8478;35676;45326;17889
9;47706;12487;37441;47706;19878
10;48725;9522;39569;48725;21869
11;49646;17113;40474;49646;23857
12;50171;11498;41377;50171;25844
13;50310;14437;42168;50310;27831
14;51143;13679;42676;51143;29820
15;51334;16524;42911;51334;31800
16;51962;17332;43368;51962;33780
17;52055;14162;43808;52055;35763
18;52329;17002;44405;52329;37748
19;52629;14289;44292;52629;39739
20;53086;21246;44887;53086;41726
21;53813;18343;45255;53813;43712
22;54047;18715;45494;54047;45700
23;54385;20187;45653;54385;47688
24;54620;11690;46273;54620;49674
25;54690;19156;46345;54690;51661
26;54954;19233;46776;54954;53644
27;55226;18887;46712;55226;55628
28;55554;20850;46684;55554;57618
29;55636;14560;47047;55636;59607
30;55659;21924;47100;55659;61587
31;55854;23949;47557;55854;63581
32;56223;17001;47471;56223;65572
33;56371;20386;47666;56371;67562
34;56723;16610;47837;56723;69551
35;56737;16493;47743;56737;71538
36;56809;15652;48423;56809;73524
37;56845;13608;48404;56845;75514
38;56857;16150;48545;56857;77493
39;56924;13632;48524;56924;79484
40;56924;18303;48540;56924;81470
41;56924;22838;48670;56924;83450
42;56924;8958;48799;56924;85431
43;56924;12811;48639;56924;87413
44;56938;17624;48386;56938;89403
45;56938;13215;48698;56938;91391
46;56938;19271;48650;56938;93377
47;56938;21971;48653;56938;95364
48;56938;21118;48765;56938;97354
49;56938;22557;48905;56938;99332
50;56938;21449;48773;56938;101312
51;56938;21247;48794;56938;103301
52;56938;19347;48741;56938;105287
53;56938;17666;48765;56938;107274
54;56938;22730;48945;56938;109261
55;56938;19599;48584;56938;111247
56;56938;17427;48658;56938;113236
57;56938;22033;48927;56938;115225
58;56938;20800;48589;56938;117207
59;56938;21920;48775;56938;119192
60;56938;22495;48539;56938;121174
61;56938;21654;48618;56938;123156
62;56938;22609;48747;56938;125145
63;56938;12783;48665;56938;127129
64;56938;21755;48529;56938;129121
65;56938;17470;48659;56938;131106
66;56938;21061;48769;56938;133099
67;56938;19337;48561;56938;135084
68;56938;20494;48708;56938;137063
69;56938;21327;48647;56938;139048
70;56938;13360;48750;56938;141022
71;56938;18151;48725;56938;143007
72;56938;21877;48661;56938;144993
73;56938;17038;48566;56938;146982
74;56938;22663;48489;56938;148972
75;56938;21266;48544;56938;150963
76;56938;19706;48682;56938;152947
77;56938;18019;48759;56938;154932
78;56938;14753;48932;56938;156921
79;56938;19156;48703;56938;158906
80;56938;20227;48723;56938;160894
81;56938;18298;48656;56938;162877
82;56938;20414;48737;56938;164865
83;56938;18786;48566;56938;166851
84;56938;20075;48579;56938;168834
85;56938;18944;48472;56938;170822
86;56938;20694;48678;56938;172810
87;56938;13540;48818;56938;174799
88;56938;23302;48709;56938;176779
89;56938;20163;48604;56938;178765
90;56938;9393;48721;56938;180753
91;56938;9669;48890;56938;182735
92;56938;17986;48828;56938;184726
93;56938;22156;48633;56938;186720
94;56938;12149;48707;56938;188702
95;56938;18827;48490;56938;190689
96;56938;20721;48846;56938;192667
97;56938;21536;48729;56938;194652
98;56938;15985;48850;56938;196639
99;56938;16219;48601;56938;198621
100;56938;19380;48886;56938;200604
101;56938;14265;48846;56938;202593
102;56938;25481;48940;56938;204585
103;56938;16756;48751;56938;206565
104;56938;18748;48647;56938;208548
105;56938;10260;48569;56938;210529
106;56938;20013;48779;56938;212510
107;56938;13795;48708;56938;214495
108;56938;21806;48736;56938;216477
109;56938;18821;48724;56938;218465
110;56938;20500;48566;56938;220451
111;56938;21003;48742;56938;222438
112;56938;13822;48839;56938;224429
113;56938;22106;48693;56938;226415
114;56938;18214;48663;56938;228398
115;56938;20486;48501;56938;230388
116;56938;16167;48754;56938;232373
117;56938;15619;48933;56938;234356
118;56938;19095;48795;56938;236340
119;56938;18399;48654;56938;238325
120;56938;20774;48829;56938;240307
121;56938;18458;48799;56938;242292
122;56938;23884;48561;56938;244277
123;56938;22475;48614;56938;246266
124;56938;16699;48858;56938;248253
125;56938;19560;48764;56938;250237
126;56938;23794;48784;56938;252219
127;56938;24219;48757;56938;254204
128;56938;20263;48572;56938;256187
129;56938;23253;48820;56938;258177
130;56938;16566;48822;56938;260164
131;56938;19273;48650;56938;262145
132;56938;20523;48746;56938;264127
133;56938;20947;48822;56938;266107
134;56938;19953;48872;56938;268096
135;56938;6500;48828;56938;270076
136;56938;21777;48674;56938;272061
137;56938;25710;48815;56938;274045
138;56938;18943;48741;56938;276033
139;56938;10034;48744;56938;278020
140;56938;18703;48652;56938;280000
141;56938;16110;48426;56938;281989
142;56938;23135;48623;56938;283976
143;56938;13932;48514;56938;285958
144;56938;16192;48677;56938;287945
145;56938;17875;48839;56938;289929
146;56938;21627;48683;56938;291919
147;56938;14023;48912;56938;293906
148;56938;20400;48462;56938;295890
149;56938;20155;48724;56938;297872
150;56938;16862;48726;56938;299856
151;56938;22236;48730;56938;301843
152;56938;20363;48735;56938;303828
153;56938;14643;48788;56938;305812
154;56938;19539;48670;56938;307796
155;56938;15408;48948;56938;309781
156;56938;12915;48910;56938;311768
157;56938;15424;48565;56938;313759
158;56938;21534;48656;56938;315746
159;56938;14596;48626;56938;317731
