Iterations;Overall best;Worst;Average;Best;FFE
0;12278;-25832;-3520;12278;100
1;18512;-5740;8248;18512;200
2;20813;-2723;14177;20813;298
3;22959;-3065;16871;22959;397
4;25581;7883;19446;25581;497
5;30083;8952;20970;30083;597
6;31230;10210;23512;31230;696
7;32806;9153;26252;32806;795
8;34692;7470;27069;34692;893
9;36460;16694;29248;36460;993
10;38792;7210;29557;38792;1093
11;39671;15845;33045;39671;1193
12;40377;18258;34374;40377;1292
13;40926;3631;32622;40926;1392
14;41347;13986;34363;41347;1492
15;41818;11987;34662;41818;1591
16;42673;18532;35879;42673;1691
17;43121;15948;36710;43121;1790
18;43522;18366;36095;43522;1889
19;43866;19508;36531;43866;1989
20;44098;16999;37235;44098;2088
21;44573;17577;37946;44573;2188
22;44819;13362;36763;44819;2288
23;44905;21177;38157;44905;2388
24;45427;18901;38025;45427;2488
25;45427;21021;39192;45427;2588
26;45427;24299;39433;45427;2688
27;45427;14804;37560;45427;2787
28;45427;18704;38915;45427;2887
29;45427;21247;39621;45427;2986
30;45427;21237;39159;45427;3085
31;45427;22689;38693;45427;3185
32;45902;21900;39414;45902;3284
33;45954;14282;37974;45954;3384
34;46528;26062;39765;46528;3483
35;46579;17945;39542;46579;3583
36;47295;21619;39153;47295;3681
37;47295;24286;39846;47295;3778
38;47444;25182;40243;47444;3878
39;48141;24791;41152;48141;3978
40;48141;24141;41890;48141;4078
41;48142;26090;41240;48142;4178
42;48142;18476;41006;48142;4278
43;48142;21598;41192;48142;4377
44;48142;22754;40339;48142;4476
45;48304;17758;41371;48304;4576
46;48304;21787;40644;48304;4676
47;48304;23091;41452;48304;4774
48;48620;23036;40696;48620;4873
49;48882;25391;41507;48882;4973
50;48882;19051;42015;48882;5072
51;49026;22480;41183;49026;5172
52;49426;14169;40741;49426;5272
53;49426;27421;41719;49426;5372
54;49534;21578;41245;49534;5472
55;49534;24666;41438;49534;5572
56;49534;22997;42170;49534;5671
57;49611;23924;42634;49611;5770
58;49616;19252;41796;49616;5869
59;49616;28024;43729;49616;5968
60;49636;17624;42797;49636;6066
61;49642;18625;42993;49642;6165
62;49642;22286;42505;49642;6264
63;49811;26267;42851;49811;6363
64;49811;24544;42225;49811;6463
65;49811;18495;41867;49811;6563
66;49811;24869;41444;49811;6662
67;49811;28765;42814;49811;6762
68;49811;27229;42598;49811;6862
69;49811;11913;41141;49811;6962
70;50137;28457;42555;50137;7062
71;50137;23819;43199;50137;7161
72;50137;29343;43586;50137;7261
73;50137;20282;42547;50137;7358
74;50188;13978;41967;50188;7456
75;50356;27864;43329;50356;7555
76;50356;31769;43357;50356;7652
77;50356;11402;41798;50356;7752
78;50375;23376;43570;50375;7852
79;50375;24534;42718;50375;7950
80;50375;22653;43174;50375;8049
81;50375;21874;43883;50375;8146
82;50375;26257;42607;50375;8246
83;50375;26271;43038;50375;8345
84;50375;29822;43783;50375;8444
85;50375;30580;43662;50375;8542
86;50375;22292;44155;50375;8641
87;50427;24161;42379;50427;8741
88;50652;18005;42335;50652;8841
89;50652;23294;43200;50652;8941
90;50652;26445;44343;50652;9039
91;50652;25768;43106;50652;9139
92;50652;22327;42085;50652;9238
93;50870;19813;43304;50870;9338
94;50870;26249;43356;50870;9438
95;51113;21706;42975;51113;9538
96;51113;27216;43321;51113;9637
97;51113;23794;43414;51113;9736
98;51113;30257;44545;51113;9836
99;51531;29247;43936;51531;9936
