0;-7599,92;-7599,92;6631
1;-7380,36;-10104,4;17242
2;-7312,8;-7312,8;26526
3;-7312,8;-8980,47;35810
4;-7312,8;-9863,86;43768
5;-7312,8;-8989,83;50400
6;-7312,8;-8489,18;61010
7;-7312,8;-10949,4;68968
8;-7312,8;-9655,11;78252
9;-6843,23;-6843,23;91514
10;-6843,23;-10291,7;100798
11;-6843,23;-7538,61;108756
12;-6843,23;-8573,83;114062
13;-6843,23;-9412,62;123346
14;-6843,23;-7534,66;131304
15;-6843,23;-7100,26;141914
16;-6843,23;-8046,45;153850
17;-6843,23;-7963,71;163134
18;-6843,23;-8072,51;173744
19;-6345,48;-6345,48;180376
20;-6345,48;-11423;190986
21;-6345,48;-7233,69;197618
22;-6345,48;-8312,21;205576
23;-6345,48;-8667,05;214860
24;-6345,48;-7674,13;225470
25;-6345,48;-9016,82;232102
26;-6345,48;-8915,91;244038
27;-6345,48;-7763,18;250670
28;-6345,48;-9402,58;258628
29;-6345,48;-8426,66;266586
30;-6345,48;-8253,17;281174
31;-6345,48;-7453,89;290458
32;-6345,48;-6943,66;297090
33;-6345,48;-7934,87;305048
34;-6345,48;-7584,33;315658
35;-6164,48;-6164,48;328920
36;-6003,9;-6003,9;338204
37;-6003,9;-6814,71;346162
38;-6003,9;-7544,35;355446
39;-6003,9;-9134,24;363404
40;-6003,9;-7184,64;374014
41;-6003,9;-7449,41;383298
42;-6003,9;-7834;392582
43;-6003,9;-7496,96;401866
44;-5724,31;-5724,31;416454
45;-5724,31;-7058,48;423086
46;-5724,31;-8773,28;429718
47;-5724,31;-6145,38;437676
48;-5724,31;-8782,76;445634
49;-5724,31;-8594,48;453592
50;-5724,31;-7113,48;461550
51;-5724,31;-8252,44;470834
52;-5724,31;-7219,41;478792
53;-4973,74;-4973,74;486750
54;-4973,74;-9685,68;501338
55;-4973,74;-7078,88;507970
56;-4973,74;-8699,19;515928
57;-4973,74;-8062,57;525212
58;-4973,74;-7289,5;531844
59;-4973,74;-9852,43;539802
60;-4973,74;-9556,75;547760
61;-4973,74;-7089,47;558370
62;-4973,74;-6616,8;568980
63;-4973,74;-7213,13;576938
64;-4973,74;-7938,99;586222
65;-4973,74;-9304,96;594180
66;-4973,74;-8690,69;603464
67;-4973,74;-9062,84;610096
68;-4973,74;-8940,63;618054
69;-4973,74;-8042,17;628664
70;-4973,74;-11676,1;636622
71;-4973,74;-7912,53;644580
72;-4973,74;-6871,62;655190
73;-4973,74;-8075,27;664474
74;-4973,74;-7926,34;675084
75;-4973,74;-7014,09;685694
76;-4973,74;-7314,54;692326
77;-4973,74;-9528,89;702936
78;-4973,74;-8053,62;714872
79;-4973,74;-5732,14;725482
80;-4973,74;-7869,59;734766
81;-4973,74;-9653,3;748028
82;-4973,74;-9798,48;758638
83;-4973,74;-8890,45;767922
84;-4973,74;-11471,6;777206
85;-4973,74;-5724,02;785164
86;-4973,74;-7420,22;795774
87;-4973,74;-10839,1;803732
88;-4973,74;-7792,59;813016
89;-4973,74;-6299,27;824952
90;-4973,74;-9988,11;834236
91;-4973,74;-7122,68;844846
92;-4973,74;-9547,65;851478
93;-4973,74;-8082,65;860762
94;-4973,74;-9055,43;868720
95;-4973,74;-6648,61;875352
96;-4973,74;-7211;884636
97;-4973,74;-8766,64;891268
98;-4973,74;-8431,9;897900
99;-4973,74;-8531,53;905858
100;-4973,74;-10428;913816
101;-4973,74;-8598,11;919122
102;-4973,74;-14371,6;924428
103;-4973,74;-8885,56;931060
104;-4973,74;-6236,32;937692
105;-4973,74;-8517,59;945650
106;-4973,74;-8623,03;953608
107;-4973,74;-6764,03;965544
108;-4973,74;-8364,57;973502
109;-4973,74;-8042,43;982786
110;-4973,74;-9884,45;989418
111;-4973,74;-7623,63;998702
112;-4973,74;-5899,02;1,00931e+06
113;-4973,74;-6523,44;1,0186e+06
114;-4973,74;-6528,81;1,03186e+06
115;-4973,74;-9121,72;1,04114e+06
116;-4973,74;-8254,11;1,05175e+06
117;-4973,74;-10163,2;1,05971e+06
118;-4973,74;-5490,24;1,06767e+06
119;-4973,74;-9340,78;1,07695e+06
120;-4973,74;-6482,14;1,08756e+06
121;-4973,74;-8220,78;1,0995e+06
122;-4973,74;-10722,4;1,10746e+06
123;-4973,74;-6894,35;1,11939e+06
124;-4973,74;-7428,55;1,12868e+06
125;-4973,74;-6521,71;1,13663e+06
126;-4973,74;-5674,4;1,14724e+06
127;-4973,74;-8297,95;1,15653e+06
128;-4973,74;-9639,06;1,16316e+06
129;-4973,74;-9485,56;1,16979e+06
130;-4973,74;-9849,84;1,17908e+06
131;-4973,74;-7671,26;1,18703e+06
132;-4973,74;-8272,05;1,19367e+06
133;-4973,74;-10793;1,2003e+06
134;-4973,74;-6661,8;1,20958e+06
135;-4973,74;-7317,07;1,21621e+06
136;-4973,74;-9665,72;1,2255e+06
137;-4973,74;-7761,33;1,23743e+06
138;-4973,74;-7518,19;1,24672e+06
139;-4973,74;-6903,05;1,25468e+06
140;-4973,74;-9208,93;1,25998e+06
141;-4973,74;-7255,84;1,27059e+06
142;-4973,74;-9562,76;1,27855e+06
143;-4973,74;-9191,99;1,28783e+06
144;-4973,74;-8977,72;1,30242e+06
145;-4973,74;-5067,58;1,31171e+06
146;-4943,92;-4943,92;1,31966e+06
147;-4943,92;-10549;1,3263e+06
148;-4943,92;-8705,44;1,33425e+06
149;-4943,92;-7536,6;1,34354e+06
150;-4943,92;-6779,16;1,35017e+06
151;-4943,92;-11745,4;1,35813e+06
152;-4943,92;-5810,43;1,36741e+06
153;-4943,92;-6327,75;1,3767e+06
154;-4943,92;-8281,19;1,38465e+06
155;-4943,92;-8392,99;1,39261e+06
156;-4943,92;-10099;1,40057e+06
157;-4943,92;-5733,76;1,40985e+06
158;-4943,92;-6801,9;1,41649e+06
159;-4943,92;-8238,39;1,42312e+06
160;-4943,92;-8670,75;1,42975e+06
161;-4943,92;-7808,81;1,43903e+06
162;-4943,92;-7752,02;1,44699e+06
163;-4943,92;-5053,97;1,45893e+06
164;-4943,92;-5745,13;1,46821e+06
165;-4943,92;-7371,35;1,47484e+06
166;-4943,92;-8202,07;1,4828e+06
167;-4943,92;-8279,43;1,49076e+06
168;-4943,92;-7440,94;1,50137e+06
169;-4943,92;-8214,12;1,51596e+06
170;-4943,92;-9290,09;1,52392e+06
171;-4943,92;-7170,51;1,53585e+06
172;-4943,92;-6838,23;1,54779e+06
173;-4943,92;-11774,2;1,55575e+06
174;-4943,92;-6709,32;1,56105e+06
175;-4943,92;-6261,98;1,57166e+06
176;-4943,92;-10839,4;1,58095e+06
177;-4943,92;-7892,85;1,58758e+06
178;-4943,92;-6783,97;1,59421e+06
179;-4943,92;-7880,43;1,60084e+06
180;-4943,92;-5897,08;1,61145e+06
181;-4943,92;-8512,54;1,61941e+06
182;-4943,92;-7543,37;1,62869e+06
183;-4943,92;-7668,41;1,64063e+06
184;-4943,92;-7965,98;1,64991e+06
185;-4943,92;-7347,38;1,65787e+06
186;-4943,92;-8508,65;1,66716e+06
187;-4943,92;-7249,13;1,68307e+06
188;-4943,92;-7298,05;1,6897e+06
189;-4943,92;-9108,28;1,69899e+06
190;-4943,92;-8595,93;1,71092e+06
191;-4943,92;-8812,8;1,71755e+06
192;-4943,92;-7265,56;1,73214e+06
193;-4943,92;-8578,36;1,7401e+06
194;-4943,92;-9072,4;1,74541e+06
195;-4943,92;-9085,96;1,75469e+06
196;-4943,92;-6817,15;1,76265e+06
197;-4943,92;-10150,1;1,76795e+06
198;-4943,92;-8159,25;1,77591e+06
199;-4943,92;-5813,49;1,78387e+06
200;-4943,92;-8241,56;1,79315e+06
201;-4943,92;-6764,88;1,80376e+06
202;-4654,34;-4654,34;1,81305e+06
